"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,,,,,,,ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,0,10,10,15,11,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,997,997,,"Genedrive® 96 SARS-CoV-2
Kit 
(Genedrive SARS-CoV-2 Kit Bio Plate 
Genedrive SARS-CoV-2 Kit Fast Plate 
Genedrive SARS-CoV-2 Kit Low Profile)
",genedrive 96  genedrive  bio plate genedrive  fast plate genedrive  low profile,,"Genedrive Diagnostics,",genedrive diagnostics,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0163,,,,,ZAF0163,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,968,968,,"NeoPlex COVID-19
Detection kit ",neoplex detection  ,,genematrix,genematrix,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0127,,,,,ZAF0127,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,433,433,,NeoPlex COVID-19 Detection Kit,neoplex  detection ,96T/kit,"GeneMatrix, Inc.",genematrix ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,IND0468,,,,,IND0468,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,918,918,,BD SARS-CoV-2 reagents for  BD MAX™ system ,bd reagents  bd max system ,,GeneOhm Sciences Canada Inc. t/a bd diagnostics,geneohm sciences canada  ta bd diagnostics,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0055,,,,,ZAF0055,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,296,296,4PCO052E,GB SARS-CoV-2 Real Time RT- PCR,gb real time  pcr,100T/kit,General Biologicals Corp,general biologicals corp,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1315,1315,PVT6068,GB SARS-CoV-2 Real Time PCR (E + ORF1ab gene + IC),gb real time  orf1ab gene  ic,,"General Biologicals Corporation, Taiwan",general biologicals corporation taiwan,,,,,,,,,,,,,,,,,,,,,IND0469,,,,,IND0469,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1316,1316,31320,IQ Real SARS-CoV-2 Qualitative System,iq real qualitative system,,"GeneReach Biotechnology Corporation, Taiwan (Padmanabha Labs Pvt. Ltd.)",genereach biotechnology corporation taiwan padmanabha labs pvt ,,,,,,,,,,,,,,,,,,,,,IND0470,,,,,IND0470,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1319,1319,G2M300001,COVIDtect Multiplex RT-PCR Kit for SARS-CoV-2,tect multiplex   ,,Genes 2 Me Private Limited,genes 2 me private limited,,,,,,,,,,,,,,,,,,,,,IND0473,,,,,IND0473,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1317,1317,G2M270001,Genes2me CoV Flu one step RT PCR Kit,genes2me  flu one step ,,Genes 2 Me Private Limited,genes 2 me private limited,,,,,,,,,,,,,,,,,,,,,IND0471,,,,,IND0471,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1318,1318,G2M20001,Genes2Me RT-DIRECT Multiplex Real Time PCR Kit for COVID-19,genes2me direct multiplex real time  ,,Genes 2 Me Private Limited,genes 2 me private limited,,,,,,,,,,,,,,,,,,,,,IND0472,,,,,IND0472,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1320,1320,G2M2001,VIRALDTECT II Multiplex real time RT-PCR for COVID-19,viraldtect ii multiplex real time ,,Genes 2 Me Private Limited,genes 2 me private limited,,,,,,,,,,,,,,,,,,,,,IND0474,,,,,IND0474,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1321,1321,G2M1001,VIRALDTECT Multiplex Real-Time PCR kit,viraldtect multiplex real time ,,Genes 2 Me Private Limited,genes 2 me private limited,,,,,,,,,,,,,,,,,,,,,IND0475,,,,,IND0475,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,548,548,,RapiCov rapid Ag Test kit,rapi rapid ag  ,,"Genes2me Pvt Ltd, Gurugram, Haryana",genes2me pvt  gurugram haryana,India,#N/A,India,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,IND0321,,,,,IND0321,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1126,1126,"G2M20501 G2M20502
G2M20503",RapiCov rapid Ag Test kit,rapi rapid ag  ,,"Genes2Me Pvt. Ltd., Gurugram (Haryana),India",genes2me pvt  gurugram haryanaindia,,,,,,,#N/A,,,,,,,,,,,,,,IND0044,,,,,IND0044,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,620,620,,SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),  antigen rapid colloidal gold,,Genesprint Group Ltd,genesprint group ,China,#N/A,China,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,http://gsprint.co/index.php?route=product/product&path=25&product_id=66,http://gsprint.co/index.php?route=product/product&path=25&product_id=66,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1322,1322,GSIN.M.K.48,Detection Direct 2 Gene SARS-CoV-2 rRT-PCR Detection Assay (Genestore France),detection direct 2 gene rrt detection assay genestore france,,"Genestore India Private Limited, Gurgaon",genestore india private limited gurgaon,,,,,,,,,,,,,,,,,,,,,IND0476,,,,,IND0476,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1323,1323,GSIN MK80,DETECTION EXPERT SARS COV -2 rRT-PCR DETECTION ASSAY,detection expert  2 rrt detection assay,,"Genestore India Private Limited, Gurgaon",genestore india private limited gurgaon,,,,,,,,,,,,,,,,,,,,,IND0477,,,,,IND0477,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1324,1324,GSIN.M.K.63,Detection Expert SARS-CoV-2rRT-PCR Detection Assay (Genestore France),detection expert  rrt detection assay genestore france,,"Genestore India Private Limited, Gurgaon",genestore india private limited gurgaon,,,,,,,,,,,,,,,,,,,,,IND0478,,,,,IND0478,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1325,1325,DII.31519.3.0000 001,Detection Expert 1S © SARS CoV-2 One Step rRT-PCR Kit,detection expert 1s  one step rrt ,,"Genestore, France",genestore france,,,,,,,,,,,,,,,,,,,,,IND0479,,,,,IND0479,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1326,1326,SC-ZA310A-C-100,SMARTCHEK Novel Coronavirus (SARS-CoV-2) Detection Kit,smartchek novel coronavirus detection ,,"Genesystem Co., Ltd, South Korea (Genetix Biotech Asia Pvt Ltd)",genesystem  south korea genetix biotech asia pvt ,,,,,,,,,,,,,,,,,,,,,IND0480,,,,,IND0480,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,251,251,,"EasyScreen™ SARS-CoV-2
Detection Kit",easyscreen  detection ,,Genetic Signatures Ltd (Australia),genetic signatures  australia,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1328,1328,CQH21I01,COVI-quick (COVID-19 Real Time PCR Kit),covi quick  real time ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0482,,,,,IND0482,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1327,1327,GX-CA13AQ-C-100,CoviNAT-Novel Coronavirus (SARS-CoV-2) Detection Kit,covinat novel coronavirus detection ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0481,,,,,IND0481,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1329,1329,PDT1T20.I.301,COVISure (Lyo Mix) COVID19 Real Time PCR Kit,covisure lyo mix 19 real time ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0483,,,,,IND0483,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1330,1330,CWZ.1T20.I.301,COVISure (version 2.0) COVID19 Real Time PCR Kit,covisure version 20 19 real time ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0484,,,,,IND0484,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1331,1331,G1T20.G.101,COVISure COVID-19 Real Time PCR Kit,covisure  real time ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0485,,,,,IND0485,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1332,1332,CMD21I01,CoviSure Media Direct Extraction (Covid-19 Real Time Pcr Kit),covisure media direct extraction  real time ,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0486,,,,,IND0486,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1333,1333,CMD21I02,CoviSure Media Direct Extraction (Covid-19 Real Time Pcr Kit)-100 Tests,covisure media direct extraction  real time  100 s,,"Genetix Biotech Asia Pvt Ltd, New Delhi",genetix biotech asia pvt  new delhi,,,,,,,,,,,,,,,,,,,,,IND0487,,,,,IND0487,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,308,308,RPQ021 ,Genetron SARS-CoV-2 RNA Test,genetron rna ,50T/kit ,"Genetron Health (Beijing) Co., Ltd.",genetron health beijing ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,309,309,RPQ022,Genetron SARS-CoV-2 RNA Test,genetron rna ,100T/kit,"Genetron Health (Beijing) Co., Ltd.",genetron health beijing ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,263,263,EA008212,ePlex® SARS-CoV-2 Test,eplex ,12T/kit,"GenMark Diagnostics, Inc",genmark diagnostics ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1334,1334,CoV-002/20,GenosensnCOV 2019 Real time PCR kit,genosensn019 real time ,,"Genome Diagnostics Pvt. Ltd., New Delhi, India",genome diagnostics pvt  new delhi india,,,,,,,,,,,,,,,,,,,,,IND0488,,,,,IND0488,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1335,1335,G/GC/20/0006,GenoCoV,genocov,,"Genores Biotech Pvt Ltd, Maharashtra, India",genores biotech pvt  maharashtra india,,,,,,,,,,,,,,,,,,,,,IND0489,,,,,IND0489,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,315,"315, 316",,GS COVID-19 RT-PCR KIT,gs  ,96T/kit,GenoSensor LLC,genosensor ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,,816,816,,EAGLECARE CREA Reagent Kit (sarcosinase oxidase method),eaglecare crea reagent  sarcosinase oxidase method,,GENRUI BIOTECH INC.,genrui biotech ,#N/A,#N/A,,,,,#N/A,,,,,,,,,,,,,,,IDN0044,,,,,IDN0044,,,
,,,822,822,,GENRUI CREA Reagent Kit (Sarcosine Oxidase Method),genrui crea reagent  sarcosine oxidase method,,GENRUI BIOTECH INC.,genrui biotech ,#N/A,#N/A,,,,,#N/A,,,,,,,,,,,,,,,IDN0054,,,,,IDN0054,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,603,603,,SARS-CoV-2 and FluA+FluB Antigen Test Kit,  and fluaflub antigen  ,,Genrui Biotech Inc.,genrui biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351662786202056/anexo/A2450022/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351662786202056/anexo/A2450022/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,625,625,,SARS-CoV-2 Antigen Test Kit (Colloidal Gold),  antigen colloidal gold,,Genrui Biotech Inc.,genrui biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,http://www.genrui-bio.com/u_file/images/21_05_25/6f2b636719.pdf,http://www.genrui-bio.com/u_file/images/21_05_25/6f2b636719.pdf,#N/A,#N/A,#N/A,,,,IDN0002,,,,,IDN0002,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,636,636,,SARS-CoV-2 Nasal/Saliva Antigen Test Kit (Colloidal Gold),  nasalsaliva antigen colloidal gold,,Genrui Biotech Inc.,genrui biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,161,161,,Covid-19 Ag xPOC, ag xpoc,,GENSPEED Biotech,genspeed biotech,Austria,#N/A,Austria,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,220,220,,COVID-19/FluA/B Antigen Combo Rapid Test P2007,fluab antigen combo rapid  p2007,,GenSure Biotech Inc.,gensure biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,310,310,,GenSure COVID-19 Antigen Rapid Kit (REF: P2004),gensure  antigen rapid  ref p2004,,GenSure Biotech Inc.,gensure biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1203,1203,EGCOV-0820-T01 EGCOV-0820-T02 EGCOV-0820-T03,GBLISA COVID-19 S1 RBD IgG ELISA Test Kit,gblisa  s1 rbd igg elisa  ,,"Genuine Biosystem Pvt. Ltd., Chennai (TamilNadu), India",genuine biosystem pvt  chennai tamilnadu india,,,,,,,,,,,,,,,,,,,,,IND0263,,,,,IND0263,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1110,1110,,One step test for Sars-Cov-2 Antigen ( Colloidal Gold) (Selt test kit),one step  antigen  colloidal gold selt  ,,"Getein Biotech Inc-No. 9 Bofu Road, Luhe District, Nanjing China",getein biotech no 9 bofu road luhe district nanjing china,#N/A,#N/A,,,,,#N/A,,,,,,,,,,,,,,,,,PHL0157,,,,,PHL0157,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,817,817,,GP One Step Test for SARS-CoV-2 Antigen(Colloidal Gold),gp one step  antigencolloidal gold,,"GETEIN BIOTECH, INC",getein biotech ,#N/A,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,,IDN0045,,,,,IDN0045,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1336,1336,20200406,RT PCR SARS-CoV-2,rt  ,,"Gland Pharma Ltd., Hyderabad",gland pharma  hyderabad,,,,,,,,,,,,,,,,,,,,,IND0490,,,,,IND0490,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,212,212,CV0202,"COVID-19 RT-Digital PCR
Detection Kit", digital pcrdetection ,48T/kit,Gnomegen LLC,gnomegen ,#N/A,#N/A,,#N/A,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,155,155,,COVID-19 Ag Oral Rapid Test, ag oral rapid ,,Gold Analyses Diagnostica,gold analyses diagnostica,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351400668202137/anexo/T14387724/nomeArquivo/COVID%20Ag%20Oral%20-%20REF.%20133%20-%20Linha%20Analisa%20(04_21)%20(5).pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351400668202137/anexo/T14387724/nomeArquivo/COVID%20Ag%20Oral%20-%20REF.%20133%20-%20Linha%20Analisa%20(04_21)%20(5).pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,156,156,,COVID-19 Ag Rapid Test, ag rapid ,,Gold Analyses Diagnostica,gold analyses diagnostica,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,http://www.goldanalisa.com.br/arquivos/%7B52794833-3C0D-48B6-A969-C5D51ECE557F%7D_COVID%20Ag%20-%20REF.%20132%20(04_21)%20-%20Linha%20Analisa%20(2).pdf,http://www.goldanalisa.com.br/arquivos/%7B52794833-3C0D-48B6-A969-C5D51ECE557F%7D_COVID%20Ag%20-%20REF.%20132%20(04_21)%20-%20Linha%20Analisa%20(2).pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,611,611,,SARS-CoV-2 Antigen Kit (Colloidal Gold),  antigen  colloidal gold,,Goldsite Diagnostics Inc.,goldsite diagnostics ,China,#N/A,China,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,http://en.goldsite.com.cn/prod_view.aspx?TypeId=144&Id=279&Fid=t3:144:3,http://en.goldsite.com.cn/prod_view.aspx?TypeId=144&Id=279&Fid=t3:144:3,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,303,303,,GENEDIA Quantum COVID-19 Ag,genedia quantum  ag,,Green Cross Medical Science Corp.,green cross medical science corp,Republic of Korea,#N/A,Republic of Korea,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,304,304,,GENEDIA W COVID-19 Ag,genedia  ag,,Green Cross Medical Science Corp.,green cross medical science corp,Republic of Korea,#N/A,Republic of Korea,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,download via product webpage,download via product webpage,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,508,508,,Procleix SARS-CoV-2 Assay,procleix assay,250T/kit,Grifols Diagnostic Solutions Inc,grifols diagnostic solutions ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1337,1337,V20200609,Novel Coronavirus (COVID-19) Nucleic Acid Detection Kit (PCR-Fluorescent Probe),novel coronavirus  nucleic acid detection  fluorescent probe,,"Guangdong Ardent Biomed Co., Ltd, Hong Kong (Biotime Healthcare Private Limited)",guangdong ardent biomed  hong kong biotime healthcare private limited,,,,,,,,,,,,,,,,,,,,,IND0491,,,,,IND0491,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,826,826,,HECIN 2019-nCoV Antigen Test Kit (colloidal gold method),hecin 2019 antigen colloidal gold method,,"GUANGDONG HECIN SCIENTIFIC, INC",guangdong hecin scientific ,#N/A,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,,IDN0067,,,,,IDN0067,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,841,841,,HECIN 2019-nCoV Nucleic Acid Test Kit (PCR- fluorescence probe method),hecin 2019 nucleic acid  fluorescence probe method,,"GUANGDONG HECIN SCIENTIFIC, INC",guangdong hecin scientific ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,IDN0108,,,,,IDN0108,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,944,944,,Huaruain Biology PCR Detection Kit ,huaruain biology detection  ,,Guangdong Huayin Medicine Science Co Ltd,guangdong huayin medicine science ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0093,,,,,ZAF0093,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2,2,,2019 nCoV Ag Rapid Detection Kit,2019 ag rapid detection ,,Guangdong Longsee,guangdong longsee,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351389259202172/anexo/T14359982/nomeArquivo/Anexo%20VII%20Instru%C3%A7%C3%B5es%20de%20uso%20LS-C-T-008%20ver.00.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351389259202172/anexo/T14359982/nomeArquivo/Anexo%20VII%20Instru%C3%A7%C3%B5es%20de%20uso%20LS-C-T-008%20ver.00.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,718,718,,The V-CHEK 2019-nCoV Ag Rapid Test Kit,the chek 2019 ag rapid  ,,Guangzhou Decheng Biotechnology Co Ltd,guangzhou decheng biotechnology ,China,#N/A,China,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,IDN0072,,,,,IDN0072,,,
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,5,5,,2019-nCoV Ag Saliva Rapid Test Card,2019 ag saliva rapid  card,,Guangzhou Decheng Biotechnology Co Ltd (China),guangzhou decheng biotechnology  china,China,#N/A,China,Test in development or commercialized,TGA,,#N/A,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,800,800,,COVID-19 Antigen Rapid Test (Colloidal Gold), antigen rapid  colloidal gold,,"GUANGZHOU FENGHUA BIOENGINEERING CO.,LTD",guangzhou fenghua bioengineering co,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,,,,,,,,,,IDN0062,,,,,IDN0062,,,
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,11,11,,2019-nCoV Antigen Test (Lateral Flow Method),2019 antigen  lateral flow method,,Guangzhou Wondfo Biotech Co Ltd (China),guangzhou wondfo biotech  china,China,#N/A,China,Test approved by one or more SRA,TGA,,#N/A,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351515846202042/anexo/A2433531/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351515846202042/anexo/A2433531/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A,#N/A,,,IND0164,IDN0094,,PHL0098,,IND0164,IDN0094,,PHL0098,Yes
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,604,604,W195,SARS-CoV-2 Antibody Test (Lateral Flow Method),  antibody  lateral flow method,see IFU,Guangzhou Wondfo Biotech Co Ltd (China),guangzhou wondfo biotech  china,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,112,112,,Celer Finecare SARS-CoV-2 Ag Test,celer finecare ag ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,113,113,,Celer Wondfo SARS-CoV-2 Ag Rapid Test,celer wondfo ag rapid ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351515846202042/anexo/A2433531/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351515846202042/anexo/A2433531/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,158,158,,COVID-19 Ag Saliva Rapid Test, ag saliva rapid ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351104560202116/anexo/T14008900/nomeArquivo/COVID-19%20Ag%20Saliva%20Rapid%20Test.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351104560202116/anexo/T14008900/nomeArquivo/COVID-19%20Ag%20Saliva%20Rapid%20Test.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,281,281,,Finecare SARS-CoV-2 Ag Test,finecare ag ,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351972361202133/anexo/T13903374/nomeArquivo/ACS00164_01_IU_Celer_Finecare_SARS-CoV-2%20_Ag_Test.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
