"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,ND-MD8147,Nano-Check COVID-19 Antigen Test,nano check  antigen ,20T/kit,Nano-Ditech Corp,nanoditech corp,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Immunofine SARS-COV-2,immunofine  ,,Nichirei Biosciences Inc,nichirei biosciences ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1001-0614,InteliSwab COVID-19 Rapid Test Pro,inteliswab  rapid  pro,25T/kit ,"OraSure Technologies, Inc.",orasure technologies ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1001-0615,InteliSwab COVID-19 Rapid Test Pro,inteliswab  rapid  pro,100T/kit,"OraSure Technologies, Inc.",orasure technologies ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1001-0614.001,InteliSwab COVID-19 Rapid Test Pro,inteliswab  rapid  pro,,"OraSure Technologies, Inc.",orasure technologies ,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,619 9949,VITROS Immunodiagnostic Products SARS-CoV-2 Antigen Reagent Pack,vitros immunodiagnostic products antigen reagent pack,100T/kit,"Ortho Clinical Diagnostics, Inc",ortho clinical diagnostics ,"US FDA EUA
 Health Canada/Interim Order PMDA",,TRUE,TRUE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,COV05,Pcl COVID19 AG Rapid Fia,pcl 19 ag rapid fia,,Pcl Inc.,pcl ,Health Canada/Interim Order TGA,,FALSE,TRUE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"INDICAID COVID-19 Rapid
 Antigen Test",indicaid  rapid antigen ,25T/kit,PHASE Scientific International Limited,phase scientific international limited,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,SS03P25,Sure Status COVID-19 Antigen Card Test,sure status  antigen card ,25T/kit,Premier Medical Corporation Private Limited,premier medical corporation private limited,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"Simoa® SARS-COV-2 N
 Protein Antigen Test",simoa n protein antigen ,25T/kit,Quanterix Corporation,quanterix corporation,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,20387,QuickVue SARS Antigen Test,quickvue  antigen ,25T/kit,Quidel Corporation,quidel corporation,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,20396,QuickVue SARS Antigen Test,quickvue  antigen ,25T/kit,Quidel Corporation,quidel corporation,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,20374,Sofia SARS Antigen FIA,sofia  antigen fia,25T/kit,Quidel Corporation,quidel corporation,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,QPR8302,Omnia SARS-CoV-2 Antigen Test,omnia antigen ,20T/kit,"Qorvo Biotechnologies, LLC",qorvo biotechnologies ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Eclusis Reagent SARS-CoV-2 Ag,eclusis reagent ag,,"Roche Diagnostics Co., Ltd",roche diagnostics ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-Cov-2 Rapid Antigen Test,  rapid antigen ,,"Roche Diagnostics Co., Ltd",roche diagnostics ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,CLA-COV19AG-VIS/ 102241,Sienna-Clarity COVID-19 Antigen Rapid Test Cassette,sienna clarity  antigen rapid  cassette,,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Clarity COVID-19 Antigen Rapid Test Cassette,clarity  antigen rapid  cassette,,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"OVIOS COVID-19
 Antigen Rapid Test Cassette",ovios  antigen rapid  cassette,,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Spring Health COVID-19 Antigen Rapid Test Cassette,spring health  antigen rapid  cassette,,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Salocor COVID-19 Antigen Rapid Test Cassette,salocor  antigen rapid  cassette,,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,09COV30D,"STANDARD Q COVID-19 Ag
 Test",standard  ag ,,SD Biosensor Inc.,sd biosensor ,TGA WHO EUL,,FALSE,FALSE,TRUE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,9901-NCOV-01G,SARS-Cov-2 Rapid Antigen Test,  rapid antigen ,,SD Biosensor Inc. (distributed by Roche Diagnostics Australia),sd biosensor  distributed roche diagnostics australia,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,9901-NCOV-04G,SARS-Cov-2 Rapid Antigen Test,  rapid antigen ,,SD Biosensor Inc. (distributed by Roche Diagnostics Australia),sd biosensor  distributed roche diagnostics australia,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,9901-NCOV-06G,SARS-Cov-2 Rapid Antigen Test,  rapid antigen ,,SD Biosensor Inc. (distributed by Roche Diagnostics Australia),sd biosensor  distributed roche diagnostics australia,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,RapidTesta SARS-CoV-2,rapidtesta  ,,"SEKISUI MEDICAL CO., LTD.",sekisui medical ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"HISCL SARS-CoV-2 Ag Assay
 Kit",hiscl ag assay ,,Sysmex Corporation,sysmex corporation,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"AFIAS COVID-19 Ag Test
 Cartridge",afias  ag  cartridge,,TOKYO BOEKI MEDISYS INC,tokyo boeki medisys ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CL AIA-PACK SARS-CoV-2-Ag,cl aia pack ag,,TOSOH CORPORATION,tosoh corporation,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Immuno Ace SARS-CoV-2 / Capilia SARS-CoV-2,immuno ace  capilia  ,,"TAUNS LABORATORIES, INC.",tauns laboratories ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ImmunoArrow SARS-CoV-2,immunoarrow  ,,"TOYOBO CO., LTD.",toyobo ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,61254,Rapid SARS-CoV-2 Antigen Test Card,rapid antigen  card,,"Xiamen Boson Biotech Co., Ltd. (China)",xiamen boson biotech  china,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,9167,Rapid SARS-CoV-2 Antigen Test Card,rapid antigen  card,,"Xiamen Boson Biotech Co., Ltd. (China)",xiamen boson biotech  china,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1N40C5,Rapid SARS-CoV-2 Antigen Test Card,rapid antigen  card,,"Xiamen Boson Biotech Co., Ltd. (China)",xiamen boson biotech  china,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1N40T0,Rapid SARS-CoV-2 Antigen Test Card,rapid antigen  card,,"Xiamen Boson Biotech Co., Ltd. (China)",xiamen boson biotech  china,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,XH-100-110,SPERA COVID-19 Ag Test,spera  ag ,10T/kit,Xtrava Health,xtrava health,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BinaxNOW COVID-19 Ag 2 Card,binaxnow  ag 2 card,,"Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough ,,,,,,,,https://www.fda.gov/media/147264/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BinaxNOW COVID-19 Ag Card 2 Home test,binaxnow  ag card 2 home ,,"Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough ,,,,,,,,https://www.fda.gov/media/147260/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BinaxNOW COVID-19 Ag Card Home Test,binaxnow  ag card home ,,"Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough ,,,,,,,,https://www.fda.gov/media/144574/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BinaxNOW COVID-19 Antigen Self Test,binaxnow  antigen self ,,"Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough ,,,,,,,,https://www.fda.gov/media/147255/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,NAVICA Mobile App and BINAXNOW COVID-19 Ag Card,navica mobile app and binaxnow  ag card,,"Abbott Diagnostics Scarborough, Inc.",abbott diagnostics scarborough ,,,,,,,,https://www.fda.gov/media/141570/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Panbio COVID-19 Ag Rapid Test Device_-Nasopharyngeal,panbio  ag rapid  device nasopharyngeal,,Abbott Laboratories,abbott laboratories,,,,,,,,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0564-032-00_PanbioCOVID-19_AgRapidTestDevice_PR_v_2.0.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Panbio COVID-19 Ag Rapid Test Device- Nasal,panbio  ag rapid  device  nasal,,Abbott Laboratories,abbott laboratories,,,,,,,,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0564-032-00_PanbioCOVID-19_AgRapidTestDevice_PR_v_2.0.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Panbio COVID-19 Antigen Self-test,panbio  antigen self ,,Abbott Laboratories,abbott laboratories,,,,,,,,https://dam.abbott.com/en-gb/panbio/120007883-v1-Panbio-COVID-19-Ag-Nasal-AsymptomaticSe.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,RabWiz Ultra Sensitive COIV-19 Viral Antigen Test Kit (ELISA),rabwiz ultra sensitive coiv 19 viral antigen elisa,,Abwiz Bio,abwiz bio,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Atomo COVID-19 Antigen Test,atomo  antigen ,,"Access Bio, Inc.",access bio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CareStart COVID-19 Antigen,carestart  antigen,,"Access Bio, Inc.",access bio ,,,,,,,,https://www.fda.gov/media/142919/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CareStart COVID-19 Antigen Home Test,carestart  antigen home ,,"Access Bio, Inc.",access bio ,,,,,,,,https://www.fda.gov/media/151248/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Flowflex SARS-CoV-2 Antigen Rapid Test,flowflex antigen rapid ,,"Acon Biotech (Hangzhou) Co., Ltd",acon biotech hangzhou ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen FIA,  antigen fia,,"Acon Biotech (Hangzhou) Co., Ltd",acon biotech hangzhou ,,,,,,,,https://www.alfresa-pharma.co.jp/product/attach/PRODUCT_ID/681/FILE_ID/TENPU_BUNSHO/681_TENPU_BUNSHO,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Rapid Antigen Test Family - ACRO, rapid antigen  family acro,,ACRO Biotech Inc.,acro biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351090949202096/anexo/A2420244/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test (Oral Fluid), antigen rapid  oral fluid,,ACRO BIOTECH Inc.,acro biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351143706202149/anexo/T13862779/nomeArquivo/Acrobiotech%20%20Portuguese%20PI%20(INCP-%20ACO%20802)%20-.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Prorast SARS-Cov-2 Ag ADTest SARS-Cov-2,prorast ag adtest  ,,ADTEC Corporation/LSI Medicine Corporation,adtec corporationlsi medicine corporation,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Ag LF,  ag lf,,ADVAGEN BIOTECH LTDA - BRAZIL,advagen biotech  brazil,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351476601202092/anexo/A2446149/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,EzDx COVID-19 Rapid Ag Test,ezdx  rapid ag ,,Advy Chemical Pvt. Ltd.,advy chemical pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AG-Q COVID-19 N Antigen Rapid Diagnostic Kit,ag  antigen rapid diagnostic ,,Agappe Diagnostics,agappe diagnostics,,,,,,,,https://www.agappe.com/media/catalog/product/file/13814009_AgQ-19.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Detection Rapid Lateral Flow Test (colloidal gold-based),  antigen detection rapid lateral flow  colloidal gold based,,AIVD Biotech Inc.,aivd biotech ,,,,,,,,https://www.aivdbiotech.cn/Uploads/202012/5fd32cabc6525.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Detection Rapid Lateral Flow Test (latex bead-based lateral flow),  antigen detection rapid lateral flow  latex bead based lateral flow,,AIVD Biotech Inc.,aivd biotech ,,,,,,,,https://www.aivdbiotech.cn/Uploads/202012/5fe5b317e884b.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ANTIGEN SARS-CoV-2 QUICK TEST,antigen quick ,,Alamar Tecno Cientifica Ltda,alamar tecno cientifica a,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FaStep COVID-19 Antigen Rapid Test Device (Nasopharyngeal/ Oropharyngeal Swab),fastep  antigen rapid  device nasopharyngeal oropharyngeal swab,,Alcotech Pte Ltd,alcotech  ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Instant-view Plus Covid-19 Antigen Test,instant view plus  antigen ,,"Alfa Scientific Designs, Inc.",alfa scientific designs ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351735677202065/anexo/T12989107/nomeArquivo/Bula%20Instant%20View%20Plus%20Covid-19%20Ag%20View%20Alfa%20Test%20atual.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Alpine COVID-19 Antigen Rapid Test kit,alpine  antigen rapid  ,,"Alpine Biomedicals Pvt. Ltd., Ambala (Haryana), India",alpine biomedicals pvt  ambala haryana india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AMP Rapid Test SARS-CoV-2 Ag,amp rapid  ag,,AMEDA Labordiagnostik GmbH,ameda labordiagnostik gmbh,,,,,,,,https://2e5ed920-9a4a-4c1f-b46e-954bdc354cc4.filesusr.com/ugd/3cc657_81168bf847ae457395b5a093603457b1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Amela Covid-19 Antigen test,amela  antigen ,,Amedica SA,amedica sa,,,,,,,,https://drive.google.com/file/d/1tHt9b43EqOQQrEHqiDEdzISL2RGya45v/view?usp=sharing,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19/Influenza A virus/Influenza B virus test kit (Rare Earth Nano Fluorescence Immunochromatography),influenza virusinfluenza virus rare earth nano fluorescence immunochromatography,,"AmonMed Biotechnology Co., Ltd",amonmed biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Antigen Test Kit,antigen  ,,Angstrom Biotech Pvt. Ltd,angstrom biotech pvt ,,,,,,,,https://angstrombiotech.in/adminpanel/images/product/pdf/pdf_new/antigen.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold) - NP, antigen colloidal gold np,,"Anhui Deepblue Medical Technology Co., Ltd",anhui deepblue medical technology ,,,,,,,,https://waimao-us-west.oss-us-west-1.aliyuncs.com/customerFiles/dbluemedical/2021/04/15/5cdec64f353d5b4b908e6381b95832a340dceb94.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold) Nasal Swab (Self test), antigen colloidal gold nasal swab self ,,"Anhui Deepblue Medical Technology Co., Ltd",anhui deepblue medical technology ,,,,,,,,https://waimao-us-west.oss-us-west-1.aliyuncs.com/customerFiles/dbluemedical/2021/05/03/4bce32a2dd2587251de7a9afa4660a7d2721385f.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold)--Saliva, antigen colloidal gold  saliva,,"Anhui Deepblue Medical Technology Co., Ltd",anhui deepblue medical technology ,,,,,,,,https://waimao-us-west.oss-us-west-1.aliyuncs.com/customerFiles/dbluemedical/2021/02/03/9558c6c44b8e34a05b65e0fccc97b58cbe478c6b.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold)--Saliva self test, antigen colloidal gold  saliva self ,,"Anhui Deepblue Medical Technology Co., Ltd",anhui deepblue medical technology ,,,,,,,,https://waimao-us-west.oss-us-west-1.aliyuncs.com/customerFiles/dbluemedical/2021/04/15/5cdec64f353d5b4b908e6381b95832a340dceb94.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Detection Kit (Colloidal Gold-Based),severe acute respiratory syndrome coronavirus 2 antigen detection  colloidal gold based,,Anomalous Materials Pte Ltd,anomalous materials  ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,New type coronavirus / influenza A virus / influenza B virus detection kit,new type coronavirus  influenza virus  influenza virus detection ,,Apollo Biomedical LLC,apollo biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus antigen detection kit- Nasal Swab,novel coronavirus antigen detection nasal swab,,Apollo Biomedical LLC,apollo biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus antigen detection kit- sputum sample,novel coronavirus antigen detection sputum sample,,Apollo Biomedical LLC,apollo biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel coronavirus antigen detection kit-nasal swab/sputum sample,novel coronavirus antigen detection  nasal swabsputum sample,,Apollo Biomedical LLC,apollo biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,mariPOC SARS-CoV-2,maripoc  ,,ArcDia International Ltd,arcdia international ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Arista COVID-19 Antigen Rapid Test,arista  antigen rapid ,,Arista Biotech,arista biotech,,,,,,,,https://aristabio.com/wp-content/uploads/2021/03/210326-ARISTA-Antigen-IFU-CE-NHS-V4.0-EN.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Artron COVID-19 Antigen Test Kit,artron  antigen  ,,Artron BioResearch Inc. / Artron Laboratories Inc.,artron bioresearch artron laboratories ,,,,,,,,http://www.artronlab.com/products/COVID%20Ag%20brochure-min.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Asan Easy Test COVID-19 Ag,asan easy ag,,Asan Pharmaceutical Co. Ltd,asan pharmaceutical ,,,,,,,,http://www.asanpharm.com/data/file/product_01/1935617638_eGAwy6Eh_45a86ae38c48473049a9186740542af94d91c925.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,TRUSTline COVID-19 Ag Rapid Test,trustline  ag rapid ,,Athenese Dx,athenese dx,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,NOVA Test SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold Immunochromatography),nova  antigen rapid colloidal gold immunochromatography,,Atlas-Link (Beijing) Technology Co. Ltd,atlaslink beijing technology ,,,,,,,,https://www.dropbox.com/s/g8h0ui8wd3opj6z/Instruction%20for%20Use%20of%20NOVA%20Test%20SARS-CoV-2%20Antigen%20Rapid%20Test%20kit.pdf?dl=0,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Simtomax CoronaCheck Antigen,simtomax coronacheck antigen,,Augurix SA,augurix sa,,,,,,,,download via product webpage,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AffiDX SARS-CoV-2 Lateral Flow Antigen Test,affidx lateral flow antigen ,,Avacta Life Sciences Ltd,avacta life sciences ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MARK-B COVID-19 Antigen S test,mark  antigen ,,BBB Inc.,bbb ,,,,,,,,https://www.bbbtech.com/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BD Veritor At-Home COVID-19 Test,bd veritor at home  ,,"Becton, Dickinson, & Company (BD)",becton dickinson  company bd,,,,,,,,https://www.fda.gov/media/151761/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BD Veritor System for Rapid Detection of SARS-CoV-2 & Flu A+B,bd veritor system rapid detection  flu ab,,"Becton, Dickinson, & Company (BD)",becton dickinson  company bd,,,,,,,,https://www.fda.gov/media/147016/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Viral Antigen Test Kit (Colloidal Gold Immunochromatography), viral antigen colloidal gold immunochromatography,,"Beijing Abace Biology Co., Ltd",beijing abace biology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Viral Antigen Test Kit (ELISA), viral antigen elisa,,"Beijing Abace Biology Co., Ltd",beijing abace biology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Test, ag ,,"Beijing Core Technology Co., Ltd.",beijing core technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Saliva Ag Test, saliva ag ,,"Beijing Core Technology Co., Ltd.",beijing core technology ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351046052202114/anexo/T13967887/nomeArquivo/02.%20Instru%C3%A7%C3%A3o%20de%20Uso_%20Ag%20TESTE%20SALIVA%20(1).pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,2019-nCoV Antigen Rapid Test Kit (colloidal gold assay),2019 antigen rapid colloidal gold assay,,"Beijing Diagreat Biotechnologies Co., Ltd",beijing diagreat biotechnologies ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus (SARS-CoV-2) Antigen Rapid Test Kit,novel coronavirus antigen rapid  ,,Beijing Jinwofu Bioengineering Technology Co,beijing jinwofu bioengineering technology co,,,,,,,,download via webpage,#N/A,#N/A
