,"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,"vlookup to ""CE-markted tests""","ISNUMBER(SEARCH(""US FDA EUA"", R1))","ISNUMBER(SEARCH(""Health Canada/Interim Order"", R1))","ISNUMBER(SEARCH(""WHO EUL"", R1))","ISNUMBER(SEARCH(""PMDA"", R1))","ISNUMBER(SEARCH(""TGA"", R1))",ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,33,462,146,174,101,
24,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,200,200,,COVID-19 IgG/IgM Rapid Test Cassette,,iggigm rapid  cassette,see IFU,Hangzhou Clongene Biotech Co Ltd (China),hangzhou clongene biotech  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0058,,PHL0148,
24,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,201,201,GCCOV-402a,COVID-19 IgG/IgM Rapid Test Cassette,COVID19IgGIgMRapidTestCassette,iggigm rapid  cassette,25,Healgen Scientific Limited Liability Company (United States Of America),healgen scientific limited liability company united states of america,,,,,US FDA EUA TGA,,,TRUE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
25,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,202,202,,COVID-19 IgG/IgM Rapid Test Cassette,COVID19IgGIgMRapidTestCassette,iggigm rapid  cassette,see IFU,Newscen Coast Bio- Pharmaceutical Co Ltd (China),newscen coast bio pharmaceutical  china,,,,,"TGA
",,removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
25,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,203,203,GCCOV-402a,COVID-19 IgG/IgM Rapid Test Cassette,COVID19IgGIgMRapidTestCassette,iggigm rapid  cassette,see IFU,Zhejiang Orient Gene Biotech Co Ltd (China),zhejiang orient gene biotech  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0126,,,Yes
25,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,204,204,,COVID-19 IgG/IgM Rapid Test Kit,COVID19IgGIgMRapidTestKit,iggigm rapid,see IFU,Nantong Egens Biotechnology Co Ltd (China),nantong egens biotechnology  china,,,,,"TGA
",,removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0021,,,Yes
22,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,205,205,,COVID-19 IgG/IgM Rapid Test Kit,,iggigm rapid,see IFU,Zhongshan Chuangyi Biochemical Engineering Co Ltd (China),zhongshan chuangyi biochemical engineering  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,206,206,,COVID-19 Influenza A+B Antigen Combo Rapid Test Cassette,,influenza ab antigen combo rapid  cassette,,"Hangzhou Clongene Biotech Co., Ltd",hangzhou clongene biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,207,207,SC-COVID19-20,COVID-19 Nucleic Acid RT- PCR Test Kit,,nucleic acid 20,20T/kit,"ZhuHai Sinochips Bioscience Co., Ltd",zhuhai sinochips bioscience,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,208,208,SC-COVID19-100,COVID-19 Nucleic Acid RT- PCR Test Kit,COVID19NucleicAcidRTPCRTestKit,nucleic acid 100,100T/kit,"ZhuHai Sinochips Bioscience Co., Ltd",zhuhai sinochips bioscience,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,209,209,,COVID-19 Rapid Antigen Test,,rapid antigen,,Hangzhou Singclean Medical Products Co. Ltd.,hangzhou singclean medical products,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,210,210,,COVID-19 Rapid Antigen Test Family - ACRO,,rapid antigen  family acro,,ACRO Biotech Inc.,acro biotech,USA,,USA,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
26,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,211,211,HBRT-COVID-19,COVID-19 Real-Time PCR Kit,COVID19RealTimePCRKit,real time,24T/kit,Chaozhou Hybribio Biochemistry Ltd.,chaozhou hybribio biochemistry,,,,,TGA WHO EUL,,,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0150,,ZAF0121,,Yes
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,212,212,CV0202,COVID-19 RT-Digital PCR Detection Kit,COVID19RTDigitalPCRDetectionKit,digital pcrdetection,48T/kit,Gnomegen LLC,gnomegen,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
26,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,213,213,TD1100,COVID-19 RT-PCR PNA kit,COVID19RTPCRPNAkit,pna,24T/kit,BioTNS,biotns,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,550,,5.5,,,,,,,Yes
28,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,214,214,TD1100,COVID-19 RT-PCR PNA Kit,COVID19RTPCRPNAKit,pna,100T/kit,"TNS Co., Ltd (Bio TNS)",tns  bio tns,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,550,,5.5,5.5,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,215,215,,COVID-19 Saliva Ag Test,,saliva ag,,"Beijing Core Technology Co., Ltd.",beijing core technology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,216,216,DXTM67200,COVID-19 Taqman Rt-PCR Kit (e/rdrp Genes) Dx,COVID19TaqmanRtPCRKiterdrpGenesDx,taqman  erdrp genes dx,,Norgen Biotek Corp. (Canada),norgen biotek corp canada,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,217,217,,COVID-19 Viral Antigen Test Kit,,viral antigen,,Camtech Diagnostics Pte Ltd,camtech diagnostics,Singapore,,Singapore,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,218,218,,COVID-19 Viral Antigen Test Kit (Colloidal Gold Immunochromatography),,viral antigen colloidal gold immunochromatography,,"Beijing Abace Biology Co., Ltd",beijing abace biology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,219,219,,COVID-19 Viral Antigen Test Kit (ELISA),,viral antigen elisa,,"Beijing Abace Biology Co., Ltd",beijing abace biology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,220,220,,COVID-19/FluA/B Antigen Combo Rapid Test P2007,,fluab antigen combo rapid  p2007,,GenSure Biotech Inc.,gensure biotech,China,,China,Test approved by one or more regulatory bodies,, removed from US FDA EUA,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,221,221,,COVID-19/FluA+B/RSV/Adno/MP Antigen Combo Rapid Test,,fluabrsvadnomp antigen combo rapid,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,222,222,,COVID-19/Influenza A virus/Influenza B virus test kit (Rare Earth Nano Fluorescence Immunochromatography),COVID19InfluenzaAvirusInfluenzaBvirustestkitRareEarthNanoFluorescenceImmunochromatography,influenza virusinfluenza virus rare earth nano fluorescence immunochromatography,,"AmonMed Biotechnology Co., Ltd",amonmed biotechnology,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,223,223,,COVID-19/Influenza A+B/RSV/Adenovirus Antigen Combo Rapid Test (Colloidal Gold),COVID19InfluenzaA+BRSVAdenovirusAntigenComboRapidTestColloidalGold,influenza abrsvadenovirus antigen combo rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,224,224,,COVID-19/Influenza A+B/RSV/Antigen Combo Rapid Test (Colloidal Gold),COVID19InfluenzaA+BRSVAntigenComboRapidTestColloidalGold,influenza abrsvantigen combo rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,225,225,,COVID/FLU A/B Ag Combo ECO Teste,COVIDFLUABAgComboECOTeste,flu ab ag combo eco e,,Eco Diagnostica,eco diagnostica,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,226,226,,COVID19Speed-Antigen,COVID19SpeedAntigen,19speed antigen,,BioSpeedia SAS,biospeedia sas,France,,France,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,227,227,,COVIDia - Antigen,COVIDiaAntigen,ia antigen,,GaDia Diagnostics SA,gadia diagnostics sa,Switzerland,,Switzerland,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,228,228,,CoviDx SARS-CoV-2 Rapid Antigen Test,CoviDxSARSCoV2RapidAntigenTest,x rapid antigen,,Lumos Diagnostics,lumos diagnostics,USA,,USA,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
24,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,229,229,CP0023,COVIDx-SARS-CoV-2 Rapid Antigen Test Kit,COVIDxSARSCoV2RapidAntigenTestKit,x rapidantigen,25T/kit,Lumos Diagnostics Ata Rapid Pathogen Screening Inc Ata Lumos Diagnostics Inc (United States),lumos diagnostics ata rapid pathogen screening  ata lumos diagnostics  united states,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,230,230,,CoviRAT COVID-19 Rapid Antigen test kit,,covirat  rapid antigen,,Zephyr Biomedicals-Tulip Group,zephyr biomedicalstulip group,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,IND0298,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,231,231,,CoviSelf (PathoCatch) COVID-19 OTC Ag Detection Kit (Home based self test),,coviself pathocatch  otc ag detection  home based self,,Mylab Discovery Solutions Pvt Ltd,mylab discovery solutions pvt,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0311,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,232,232,,COVSCAN SARS-CoV-2 Antigen Detection Kit,,covscan antigen detection,,NextGen Invitro Diagnostics Pvt Ltd,nextgen invitro diagnostics pvt,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,IND0079,,,,
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,233,233,C1020,Cue COVID-19 Test,,cue,,Cue Health Inc,cue health,,,,,"US FDA EUA
 Health Canada/Interim Order",,,TRUE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,234,234,,Detect COVID-19 Test,,detect,,"Detect, Inc.",detect,USA,,USA,Test in development or commercialized,,removed from US FDA EUA,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,235,235,DA0930,"Detection Kit for 2019 Novel Coronavirus (2019-nCoV) RNA, (PCR- Fluorescence Probing)",,detection  2019 novel coronavirus 2019 rna  fluorescence probing 30,24T/kit,"Da An Gene Co., Ltd. of Sun Yat-sen University",da an gene  of sun yatsen university,,,,,WHO EUL TGA,,,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0104,PHL0043,Yes
23,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,236,236,DA0931,"Detection Kit for 2019 Novel Coronavirus (2019-nCoV) RNA, (PCR- Fluorescence Probing)",DetectionKitfor2019NovelCoronavirus2019nCoVRNAPCRFluorescenceProbing,detection  2019 novel coronavirus 2019 rna  fluorescence probing 31,96T/kit,"Da An Gene Co., Ltd. of Sun Yat-sen University",da an gene  of sun yatsen university,,,,,WHO EUL TGA,,,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
22,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,237,237,DA0932,"Detection Kit for 2019 Novel Coronavirus (2019-nCoV) RNA, (PCR- Fluorescence Probing)",,detection  2019 novel coronavirus 2019 rna  fluorescence probing 32,,"Da An Gene Co., Ltd. of Sun Yat-sen University",da an gene  of sun yatsen university,,,,,WHO EUL TGA,,,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0152,,,,Yes
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,238,238,,DetectX-Rv,,detectx rv,see IFU,"PathogenDx, Inc.",pathogendx,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
21,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,239,239,,Diagnostic Kit for Novel- Coronavirus (2019-nCoV) RNA (Isothermal Amplification-Real Time Fluorescence Assay,,diagnostic  novel  coronavirus 2019 rna isothermal amplification real time fluorescence assay,,Ustar Biotechnologies (Hangzhou) Co Ltd (China),ustar biotechnologies hangzhou  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,240,240,,Diagnostic Kit for SARS-CoV-2 Ag (Fluorescence Immunochromatographic Assay),,diagnostic  ag fluorescence immunochromatographic assay,,"Sure Bio-Tech (USA) Co., Ltd",sure biotech usa,USA,,USA,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,241,241,KH-G-M-574-48,Diagnostic kit for SARS-CoV-2 Nucleic acid (Real-time PCR),,diagnostic  nucleic acid real time pcr,48T/kit,"Shanghai Kehua bio- engineering Co., Ltd",shanghai kehua bio engineering,,,,,WHO EUL,,,FALSE,FALSE,TRUE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,144,,3,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,242,242,,DIAKEY COVID-19 Ag Rapid Test,,diakey  ag rapid,,ShinJin Medics Inc,shinjin medics,Republic of Korea,,Republic of Korea,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0136,,,Yes
21,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,243,243,,DiaPlexQ Novel Coronavirus (2019-nCoV) Detection Kit,,diaplexq novel coronavirus 2019 detection,,"SolGent Co., Ltd (represented by JK Toxpert)",solgent  represented jk toxpert,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,244,244,,DIAQUICK COVID-19 Ag Test,,diaquick  ag,,DIALAB GmbH,dialab gmbh,Austria,,Austria,Test that meet WHO TPP according to external evaluation,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,245,245,,DirectDetect™ SARS-CoV-2 Detection Kit,,directdetect  detection,,Coyote Bioscience Co Ltd (China),coyote bioscience  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,PHL0032,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,246,246,,DPP SARS CoV-2 Antigen System,,dpp antigen system,,"Chembio Diagnostic System, Inc. / Oswaldo Cruz Foundation",chembio diagnostic system oswaldo cruz foundation,USA,,USA,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,247,247,,DROP-TECH,DROPTECH,drop tech,,PROMOITALIA GROUP SPA,promoitalia group spa,Italy,,Italy,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,248,248,,DSI SARS-CoV-2 Ag Rapid Test,,dsi ag rapid,,Dia Sure Immunodiagnostic LLP,dia sure immunodiagnostic llp,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,IND0302,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,249,249,,Dynamiker SARS-CoV-2 Ag Rapid Test,,dynamiker ag rapid,,"Dynamiker Biotechnology (Tianjin) Co., Ltd.",dynamiker biotechnology tianjin,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0016,,,
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,250,250,,EasyNat Diagnostic Kit for Novel-Coronavirus (2019- nCoV) RNA (Isothermal Amplification-Real Time Fluorescence Assay,,easynat diagnostic  novel coronavirus 2019  rna isothermal amplification real time fluorescence assay,,Ustar Biotechnologies (Hangzhou) Co Ltd (China),ustar biotechnologies hangzhou  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,PHL0010,Yes
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,251,251,,EasyScreen™ SARS-CoV-2 Detection Kit,,easyscreen  detection,,Genetic Signatures Ltd (Australia),genetic signatures  australia,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
