NO,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,source_data_row,source_file_name
103,BHAGWATI TRADING COMPANY.,"Shop No. 01, Club Market,Pin-132001","IN - Karnal, Haryana",919996075004,.,advocatenitingupta@gmail.com,.,103,INDIA ALL 2021 HS 382200 MARCH.xlsx
104,GCC BIOTECH (INDIA) PRIVATE LIMITED,.,IN - India,.,.,.,.,104,INDIA ALL 2021 HS 382200 MARCH.xlsx
105,BEACON DIAGNOSTICS PVT.LTD.Q,"424,New Gıdc Estate, Kabılporenavsarı , 396424",Gujarat,.,.,.,.,105,INDIA ALL 2021 HS 382200 MARCH.xlsx
106,"CHIRON INSTRUMENTS(I)PVT. LTD.,","F-502, REMI BIZCOURT , 9, SHAH INDLEST, OFF VEERA DESAI RD,ANDHERI(W)","MUMBAI,MAHARASHTRA",.,.,.,.,106,INDIA ALL 2021 HS 382200 MARCH.xlsx
107,CIPLA LIMITED,"Cipla House, Peninsula Business Park,  Ganpatrao Kadam Marg,  Lower Parel, Mumbai-400013",Mumbai,+91 22 24826000 / +91 22 24826701,+91 22 24826120,.,www.cipla.com,107,INDIA ALL 2021 HS 382200 MARCH.xlsx
108,HORIBA INDIA PVT.LTD.,"Plot No.246,Okhla Industial Estate, Phase-Iii.,, 110020",New Delhi,91-11-46695001/5002,.,.,.,108,INDIA ALL 2021 HS 382200 MARCH.xlsx
109,LABMATE (ASIA) PVT LTD,"Baıd Mehta Complex,C-Block,I Floor,183,Mount Road, , ",Chennai,.,.,.,.,109,INDIA ALL 2021 HS 382200 MARCH.xlsx
110,PFIZER PRODUCTS INDIA PVT LTD,"Patel Estate,S.V.Road,, Jogeshwari (West), 400102",Mumbai,56932278,.,ajit.donde@pfizer.com,.,110,INDIA ALL 2021 HS 382200 MARCH.xlsx
111,SAVANT INSTRUMENTS P LTD,"Plotno.220 Rdno.1, Doctors Colony  Saroor Nagar , 500029",Hyderabad Ap,.,.,.,.,111,INDIA ALL 2021 HS 382200 MARCH.xlsx
112,SUPER MO BIO,"24/11, LAXMI BAI NAGAR,",NEW DELHI,.,.,.,.,112,INDIA ALL 2021 HS 382200 MARCH.xlsx
113,"PADMANABHA LABS PRIVATE LIMITED,","48-C, SELVARAJAPURAM,CHINTHAMANIPUDUR(PO),",COIMBATORE/TAMILNADU.,.,.,.,.,113,INDIA ALL 2021 HS 382200 MARCH.xlsx
114,NATIONAL INSTITUTE OF ANIMAL BIOTECHNOLOGY,.,India,.,.,.,.,114,INDIA ALL 2021 HS 382200 MARCH.xlsx
115,BIODX HEALTHCARE,.,IN - India,.,.,.,.,115,INDIA ALL 2021 HS 382200 MARCH.xlsx
116,BIO MERIEUX INDIA PVT.LTD.,"A-32, MOHAN CO-OPERATIVE INDUSTRIALAREA,",NEW DELHI,.,.,.,.,116,INDIA ALL 2021 HS 382200 MARCH.xlsx
117,LIFE TECHNOLOGIES (INDIA) PVT.LTD.,"306, AGGARWAL CITY MALL,OPP.M2KPITAMPURA",DELHI,.,.,.,.,117,INDIA ALL 2021 HS 382200 MARCH.xlsx
118,MSP LAB INSTRUMENTS,"PLOT NO 39&40, CHITTAREDDY COMPLEXTADBUND X ROADS",SECUNDERABAD.AP,.,.,.,.,118,INDIA ALL 2021 HS 382200 MARCH.xlsx
119,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502,VIKAS DEEP 189 ,LAXMI NAGAR DISTRICT CENTRE",DELHI,.,.,.,.,119,INDIA ALL 2021 HS 382200 MARCH.xlsx
120,SPINCOTECH PVT. LTD.,"New No.04, Vaıdyaram Street  T.Nagar , 600017",Chennai,.,.,.,.,120,INDIA ALL 2021 HS 382200 MARCH.xlsx
121,WHEECON INSTRUMENTS (P) LTD,"NEW NO.151, SANTHOME HIGH ROAD,M..R.C. NAGAR,","CHENNAI, TAMILNADU-",.,.,.,.,121,INDIA ALL 2021 HS 382200 MARCH.xlsx
122,"CHARLES RIVER LABORATORIES INDIA PVT.LTD,","NO.907,BARTON CENTRE,84, M.G.ROAD,",BANGALORE,.,.,.,.,122,INDIA ALL 2021 HS 382200 MARCH.xlsx
123,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii,, , 122001",Gurgaon,0124-4540907,.,allen@sdbiosensor.com,.,123,INDIA ALL 2021 HS 382200 MARCH.xlsx
124,SPINCOTECH SYSTEMS LLP,.,IN - India,.,.,.,.,124,INDIA ALL 2021 HS 382200 MARCH.xlsx
125,MAN DIESEL & TURBO INDIA LIMITED,"E-73,Midc,, Waluj,, 431136","Aurangabad,Maharashtra.",02402566700,.,.,.,125,INDIA ALL 2021 HS 382200 MARCH.xlsx
126,MERIL DIAGNOSTICS PRIVATE LIMITED,"Survey No.135/139, Bılakhıa House,Muktanand Marg, Chala , ",Vapı,.,.,.,.,126,INDIA ALL 2021 HS 382200 MARCH.xlsx
127,MOUNT BIOSCIENCES,"31B, ESWARIPURI COLONY,  SAINIKPURI,",SECUNDERABAD. AP.,.,.,.,.,127,INDIA ALL 2021 HS 382200 MARCH.xlsx
128,NOVO HEALTHCARE LIMITED,"A-24, NARAINA VIHAR    NEW DELHI",NEW DELHI,.,.,.,.,128,INDIA ALL 2021 HS 382200 MARCH.xlsx
129,THYROCARE TECHNOLOGIES LTD.,"Thyrocare House,Opp. Tıkujınıwadı, , 400607","Thane, Maharashtra",.,.,.,.,129,INDIA ALL 2021 HS 382200 MARCH.xlsx
130,FEBRIS LIFESCIENCES,"PLOT NO.85, 2NF DLOOR, SHOP NO.1, PRASANTH NAGAR, KUKATPALLY,","HYDERABAD, AP.",.,.,.,.,130,INDIA ALL 2021 HS 382200 MARCH.xlsx
131,INBIOS INDIA,"14/122, Ist Floor Subash Nagar , 110027",New Delhi,.,.,.,.,131,INDIA ALL 2021 HS 382200 MARCH.xlsx
132,SOLUTION ONE,"1-(ONE) JAIPURIA BUILDINGKOHLA PUR ROAD, KAMLA NAGAR,",DELHI,.,.,.,.,132,INDIA ALL 2021 HS 382200 MARCH.xlsx
133,GENEI LABORATORIES PRIVATE LIMITED,.,India,.,.,.,.,133,INDIA ALL 2021 HS 382200 MARCH.xlsx
134,BIOCON BIOLOGICS INDIA LIMITED.,.,IN - India,.,.,.,.,134,INDIA ALL 2021 HS 382200 MARCH.xlsx
135,BIOMATIQ QUALITY SOLUTIONS,.,IN - India,.,.,.,.,135,INDIA ALL 2021 HS 382200 MARCH.xlsx
136,ANTON PAAR INDIA (P) LTD.,"3269, Ranjıt Nagar , 110008",New Delhi,.,.,.,.,136,INDIA ALL 2021 HS 382200 MARCH.xlsx
137,ASPEN DIAGNOSTICS PVT. LTD.,"B-159, GUJRANWALA TOWN-I",DELHI,.,.,.,.,137,INDIA ALL 2021 HS 382200 MARCH.xlsx
138,BIOGENUIX MEDSYSTEMS PVT.LTD.,"412-B, 4TH FLOOR, JYOTI SHIKHAR,DISTRICT CENTRE, JANAKPURI,",NEW DELHI,.,.,.,.,138,INDIA ALL 2021 HS 382200 MARCH.xlsx
139,"ENZENE BIOSCIENCES PVT.LTD,","473, D 2, 13TH CROSS,PEENYAINDUSTRIAL AREA, 4TH PHASE, PEENYA","BANGALORE, KARNATAKA STATE",.,.,.,.,139,INDIA ALL 2021 HS 382200 MARCH.xlsx
140,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH.,"900,Ncl Innovation Park,, Dr.Homi Bhabha Road,, 411008",Pune/Mah,020-25898023/2589802,.,director@isserpune.ac.in,.,140,INDIA ALL 2021 HS 382200 MARCH.xlsx
141,MICROGENE DIAGNOSTIC SYSTEMS PRIVATE LIMITED,"SU-151, 2ND FLOOR, PITAMPURA",DELHI,.,.,.,.,141,INDIA ALL 2021 HS 382200 MARCH.xlsx
142,NEUGEN DIAGNOSTICS INDIA PVT. LTD,"VIJAY PLAZA SECOND FLOORC-32,SECOND AVENUE,ANNA NAGAR","CHENNAI, TAMILNADU",.,.,.,.,142,INDIA ALL 2021 HS 382200 MARCH.xlsx
143,"AVANTOR PERFORMANCE MATERIALS INDIA LTD.,","A-3, Okhla Industrıal Area,Phase-I, Okhla, , 110020",New Delhi,.,.,.,.,143,INDIA ALL 2021 HS 382200 MARCH.xlsx
144,STRAND LIFE SCIENCES PVT LTD,"146, 5TH CROSS,R.M.V.EXTENSION","BAGNALORE, KARNATAKA",.,.,.,.,144,INDIA ALL 2021 HS 382200 MARCH.xlsx
145,TATA INSTITUTE OF FUNDAMENTAL RESEARCH,"Homi Bhabha Road,, Colaba, 400005",Mumbai,022-22804545/2278231,.,psmurthy@tifr.res.in,.,145,INDIA ALL 2021 HS 382200 MARCH.xlsx
146,TRIVITRON HEALTHCARE PRIVATE LIMITED,"No.15,4Th Street,Abhıramapuram, , 600018",Chennai,.,.,.,.,146,INDIA ALL 2021 HS 382200 MARCH.xlsx
147,DEEP MEDITECH PVT. LTD.,"K-52, MODEL TOWN-II,",DELHI,.,.,.,.,147,INDIA ALL 2021 HS 382200 MARCH.xlsx
148,REGENIX DRUGS LTD,"NO. 758-A, MOUNT CHAMBER,GROUND FROOR, ANNA SALAI,",CHENNAI,.,.,.,.,148,INDIA ALL 2021 HS 382200 MARCH.xlsx
149,B.M. SCIENTIFIC,"A/101, Parshva Darshan Chs Ltd.  Om Nagar, K T Vıhar, Ambadı Road, , 400072","Vasaı Road-West,Thane, Dıst.Thane",.,.,.,.,149,INDIA ALL 2021 HS 382200 MARCH.xlsx
150,KINEDEX BIOMEDICALS PRIVATE LIMITED,"Offıce No. B-406 & 407, Mahaavır  Icon, Plot No. 89, Sector-15, Cbd , 400072","Belapur, Navı Mumbaı, Maharashtra",.,.,.,.,150,INDIA ALL 2021 HS 382200 MARCH.xlsx
151,MEDICAL ELECTRONIC SYSTEMS (INDIA) PRIVATE LIMITED,"Plot No. 2797, New No. 2, Y Block,  6Th St, 12Th Maın Road, Annanagar , ",Chennai,.,.,.,.,151,INDIA ALL 2021 HS 382200 MARCH.xlsx
152,DIAGNOSTIC BIOSYSTEMS (INDIA ),"306, Guru Ram Dass Bhawan  Ranjıt Nagar, Comm. Complex , 110008",New Delhi,.,.,.,.,152,INDIA ALL 2021 HS 382200 MARCH.xlsx
153,DSS IMAGETECH PVT. LTD.,"A-5, MOHAN CO-OPERATIVE INDL.ESTATEMATHURA ROAD,",NEW DELHI,.,.,.,.,153,INDIA ALL 2021 HS 382200 MARCH.xlsx
154,ELI LILLY & CO.(INDIA) PVT.LTD.,"Plot No.92,Sector-32, Gurgaon, 122001",Haryana,.,.,.,.,154,INDIA ALL 2021 HS 382200 MARCH.xlsx
155,"ENDRESS + HAUSER (INDIA) PVT. LTD.,","5Th Floor, Raj Plaza, A & B Wıng,L. B. S. Marg, Vıkhrolı (West), , 400083",Mumbai,.,.,.,.,155,INDIA ALL 2021 HS 382200 MARCH.xlsx
156,I R TECHNOLOGY SERVICES PRIVATE LTD,"B-8 Commerce Centre, 78 Tardeo Road, 400034","Mumbai,Maharashtra",4951176/4951085,4950584,irttech-b0m@vsnl.com,.,156,INDIA ALL 2021 HS 382200 MARCH.xlsx
157,NALCO WATER INDIA LIMITED,"20-A,Park Street,, , 700016","Sade Satara Bali, Pune.","2217-2066, 2217-2494",.,"iguha@nalco.com, magarwal1@nalco.com",.,157,INDIA ALL 2021 HS 382200 MARCH.xlsx
158,OMEGA DX (ASIA) PVT LTD,"508 5TH FLR, KANAKIA SPACES,  WESTERN EDGE I W.E.HIGHWAY,  BORIVALI-EAST, MUMBAI. (M.S.)","BORIVALI-EAST, MUMBAI. (M.S.)",.,.,.,.,158,INDIA ALL 2021 HS 382200 MARCH.xlsx
159,SUD-CHEMIE ADSORBENTS PRIVATE LIMITED,"F 42,East Of Kailash, , 110065","Navi Mumbai,Maharashtra",919920801454,.,.,.,159,INDIA ALL 2021 HS 382200 MARCH.xlsx
160,TATA MEMORIAL CENTRE,"Dr.Ernest Borges Road,Parel, , ",Mumbai,.,.,.,.,160,INDIA ALL 2021 HS 382200 MARCH.xlsx
161,"VIMTA LABS LTD.,","142, I.D.A.,PHASE-IICHERLAPALLY,",HYDERABAD-ANDHRA PRADESH,.,.,.,.,161,INDIA ALL 2021 HS 382200 MARCH.xlsx
162,"KANNU IMPEX (INDIA) PVT.LTD.,","316, BEST ARCADE PLOT NO-3, SECTOR12",DWARKA NEW DELHI,.,.,.,.,162,INDIA ALL 2021 HS 382200 MARCH.xlsx
163,MEDICAL POINT (I) PVT.LTD.,"II-ND FLOOR,58/10, ASHOK NAGAR",NEW DELHI,.,.,.,.,163,INDIA ALL 2021 HS 382200 MARCH.xlsx
164,"GILA LABORATORIES (PVT ) LTD.,","No.5, Road No.1,Defence Layout,Vıdyaranyapura,Bangalore , Karnataka , 560097",Bangalore,.,.,.,.,164,INDIA ALL 2021 HS 382200 MARCH.xlsx
165,RKE TECHNOLOGIES,"D.NO.10-2-4, FIRST FLOOR,SIRIPURAM JUNCATION",VISAKHAPATNAM,.,.,.,.,165,INDIA ALL 2021 HS 382200 MARCH.xlsx
166,AMIT LAB EQUIPMENTS & SERVICES,1185 SHANTI NAGAR TRI NAGAR,NEW DELHI,.,.,.,.,166,INDIA ALL 2021 HS 382200 MARCH.xlsx
167,CLEVERGENE BIOCORP PRIVATE LIMITED,.,India,.,.,.,.,167,INDIA ALL 2021 HS 382200 MARCH.xlsx
168,BIO GENOMICS ASIA,.,IN - India,.,.,.,.,168,INDIA ALL 2021 HS 382200 MARCH.xlsx
169,HUWEL LIFESCIENCES PVT LTD,.,IN - India,.,.,.,.,169,INDIA ALL 2021 HS 382200 MARCH.xlsx
170,NEXTENG ENVIRO PRIVATE LTD.,.,IN - India,.,.,.,.,170,INDIA ALL 2021 HS 382200 MARCH.xlsx
171,RUCHA MEDITECH PRIVATE LIMITED.,.,IN - India,.,.,.,.,171,INDIA ALL 2021 HS 382200 MARCH.xlsx
172,ACCUREX BIOMEDICAL PVT. LTD.,"212,Udyog Mandir No.1,7/C,, Bhagoji Keer Marg,Mahim,, 400016","Mumbai,Maharashtra",4468111/4449103/4442,4450176,accurex@vsnl.com,.,172,INDIA ALL 2021 HS 382200 MARCH.xlsx
173,ADVINUS THERAPEUTICS LTD,"No.21&22,Peenya Industrial Area,, Phase-Ii,, 560058",Bangalore,28394959,.,info@advinus.com,.,173,INDIA ALL 2021 HS 382200 MARCH.xlsx
174,AGAPPE DIAGNOSTICS LIMITED,"212/213, VORA PLAZA, B-WING,NAVGHAR, VASAI (EAST)","DIST. THANE, MAHARASHTRA",.,.,.,.,174,INDIA ALL 2021 HS 382200 MARCH.xlsx
175,AUROBINDO PHARMA LIMITED,"Plot No.2,Maitrivihar,, Behind Maitrivanam,Ameerpet,, 500038",Hyderabad/Andhra Pradesh,3741083/84,.,exim@aurobindo.com,.,175,INDIA ALL 2021 HS 382200 MARCH.xlsx
176,"BIOSERVE BIOTECHNOLOGIES (INDIA) PVT. LTD.,","3-1-135/1 A, CNR COMPLEX, GENOMEVALLEY, MALLAPUR MAIN ROAD,","R.R.DISTRICT,HYDERABAD",.,.,.,.,176,INDIA ALL 2021 HS 382200 MARCH.xlsx
177,BRUKER INDIA SCINTIFIC PVT. LTD.,"3, DAYASAGAR,GOKULDHAM,GOREGAON -EAST,","MUMBAI, MAHARASHTRA",.,.,.,.,177,INDIA ALL 2021 HS 382200 MARCH.xlsx
178,HEIDELBERG PROMINENT FLUID CONTROLS INDIA PVT.LTD.,"2/2, MES ROAD (NEXT TO TATA TEA),YESHWANTHPUR",BANGALORE,.,.,.,.,178,INDIA ALL 2021 HS 382200 MARCH.xlsx
179,IMMUCOR INDIA PRIVATE LIMITED,"A-49(FIEE), OKHLA INDUSRIAL AREA  PHASE-II",NEW DELHI,.,.,.,.,179,INDIA ALL 2021 HS 382200 MARCH.xlsx
180,KUEHNE + NAGEL PVT.LTD.,"91, BIJWASAN ROAD,KAPASHERA",NEW DELHI,.,.,.,.,180,INDIA ALL 2021 HS 382200 MARCH.xlsx
181,"LUNDBECK INDIA PVT LTD.,","No.Iind Floor,Esteem Regency, No.6/A,Richmond Road,, 560025","Bangalore,Karnataka",2126922/2126933,.,luind@lundbeck.com,.,181,INDIA ALL 2021 HS 382200 MARCH.xlsx
182,"NATIONAL AIDS RESEARCH INSTITUTE,","Plot No.73,G Block,, Midc,Bhosari,, 411026","Pune,Mahrashtra","7121342,7121343,7121",7121071,hivnet@giaspn01.vsnl.net.in,.,182,INDIA ALL 2021 HS 382200 MARCH.xlsx
183,"PHILIPS ELECTRONICS INDIA LTD.,","7, Justice Chandra Madhab Road,, Kolkata,, 700020",West Bengal,0124-4606695,.,sivaramakrishnan.g@philips.com,.,183,INDIA ALL 2021 HS 382200 MARCH.xlsx
184,SARTORIUS STEDIM INDIA PVT. LTD.,"10, 3Rd Phase Peenya6Th Maın, Kıadb Indl. Area , 560058",Bangalore,.,.,.,.,184,INDIA ALL 2021 HS 382200 MARCH.xlsx
185,SHANTHA BIOTECHNICS. LTD,"3Rd & 4Th Floors, H.No. 5-10-173, Fateh Maidan Road, Basheerbagh, 500004","Hyderabad, Telangana",3543010,.,rajasekhar.n@shanthabiotech.com,.,185,INDIA ALL 2021 HS 382200 MARCH.xlsx
186,TULIP DIAGNOSTICS(P)LTD.,"Gitanjali,Tulip Block,Alto, Santacruz,Dr.Antonio Do Rego Bagh, 403202",Goa India.,2458546,.,tulipvrn@sancharnet.in,.,186,INDIA ALL 2021 HS 382200 MARCH.xlsx
187,"BIGTEC PVT LTD.,","NO.100/1,III FLOOR,ANCHORAGE-1,RICHMOND ROAD,","BANGALORE, KARNATAKA",.,.,.,.,187,INDIA ALL 2021 HS 382200 MARCH.xlsx
188,CLARIS INJECTABLES LIMITED,"Claris Corporate Head Quarters,, Nr.Parimal Railway Crossing,, 380006","Ellisbridge,Ahmedabd,Gujarat,India",07926563331,.,imports.corp@clarisinjectables.com,.,188,INDIA ALL 2021 HS 382200 MARCH.xlsx
189,IVIOMICS RESEARCH (INDIA) PRIVATE LIMITED,"1ST FLOOR, LEELA GALLERIA THE LEELA PALACE, 23 OLD AIRPORT ROAD",BANGALORE,.,.,.,.,189,INDIA ALL 2021 HS 382200 MARCH.xlsx
190,KWICK SOFT SOLUTIONS PVT LTD,"2B Crystal Lawn, Wallace Garden  2Nd Street, Nungambakkam, , 600006",Chennai,.,.,.,.,190,INDIA ALL 2021 HS 382200 MARCH.xlsx
191,SPHAERA PHARMA PVT. LTD.,"E-375, FIRST FLOOR GREATER KAILASH-2",NEW DELHI,.,.,.,.,191,INDIA ALL 2021 HS 382200 MARCH.xlsx
192,ANNORA PHARMA PRIVATE LIMITED,"7-2-A2, Ground Floor, Hetero,Corpo  Rate, Industrıal Estate , ","Sanathnagar,Telangana",.,.,.,.,192,INDIA ALL 2021 HS 382200 MARCH.xlsx
193,NISHA SALES,"704, Aalap """"B"""",Lımda Chowk, , 361004",Rajkot/Gujarat,.,.,.,.,193,INDIA ALL 2021 HS 382200 MARCH.xlsx
194,PIONEER HI-BRED PRIVATE LIMITED,"6-3-1099/1100, 3Rd Floor, Babukhans  Mıllennıum Centre, Raj Bhavan Road, , ","Hyderabad, Telangana",.,.,.,.,194,INDIA ALL 2021 HS 382200 MARCH.xlsx
195,SALCOMP MANUFACTURING INDIA PRIVATE LIMITED,"NOKIA TELECOM SEZ SIPCOT INDUSTRIAL PARK PHASEIII NATIONAL HIGHWAY NO 4 SRIPERUMBUDUR , 602105",India,.,.,.,.,195,INDIA ALL 2021 HS 382200 MARCH.xlsx
196,SPECTRUMLABS INDIA PRIVATE LIMITED,"\No.839, \""""\""""A\""""\"""" Block, First Floor, Commercial Office Space, Sahakarnagar, Bangalore\"""""""" , ",India,.,.,.,.,196,INDIA ALL 2021 HS 382200 MARCH.xlsx
197,INTERNATIONAL CENTRE FOR GENETIC ENGINEERING & BIO,.,India,.,.,.,.,197,INDIA ALL 2021 HS 382200 MARCH.xlsx
198,RECIPHARM PHARMASERVICES PRIVATE LIMITED,.,India,.,.,.,.,198,INDIA ALL 2021 HS 382200 MARCH.xlsx
199,KERRY INDEV LOGISTICS PVT LTD,.,India,.,.,.,.,199,INDIA ALL 2021 HS 382200 MARCH.xlsx
200,TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE,.,India,.,.,.,.,200,INDIA ALL 2021 HS 382200 MARCH.xlsx
201,BIOBENCH SOLUTIONS LLP,.,IN - India,.,.,.,.,201,INDIA ALL 2021 HS 382200 MARCH.xlsx
202,MYNVAX PRIVATE LIMITED,.,IN - India,.,.,.,.,202,INDIA ALL 2021 HS 382200 MARCH.xlsx
203,BIOLINE DIAGNOSTICS LLP.,.,IN - India,.,.,.,.,203,INDIA ALL 2021 HS 382200 MARCH.xlsx
204,CENTRAL UNIVERSITY OF JAMMU,.,IN - India,.,.,.,.,204,INDIA ALL 2021 HS 382200 MARCH.xlsx
205,ALTONA DIAGNOSTICS INDIA PRIVATE LIMITED,.,IN - India,.,.,.,.,205,INDIA ALL 2021 HS 382200 MARCH.xlsx
206,BJ MAIDAN CO.,"C-110/2, , NEW DELHI, 2ND FLOOR NARANIA INDUSTRIAL AREA PHASE, 1",IN - India,.,.,.,.,206,INDIA ALL 2021 HS 382200 MARCH.xlsx
207,CRI LIMITED,"Premises No.333,Mahamayatalla,, Garia Main Road,, 700084","Dist.- 24 Pgs(S),Kolkata.W.B.",2435-8750-53.,.,mail@critips.com,.,207,INDIA ALL 2021 HS 382200 MARCH.xlsx
208,EMERSON PROCESS MANAGEMENT (INDIA) PVT.LTD.,"Delphi,B-Wing,601&602,6Th Floor,, Central Avenue,Hiranandani Business, 400076","Park,Powai,Mumbai,Maharashtra","66620566,",66620500,gnarayanan@jsgrp.com,.,208,INDIA ALL 2021 HS 382200 MARCH.xlsx
209,"GROZ-BECKERT ASIA PVT. LTD.,","133-135,Industrial Area,Phase-I,, , 160002",Chandigarh.,.,.,contact_gba@groz-beckert.com,.,209,INDIA ALL 2021 HS 382200 MARCH.xlsx
210,"INDIAN INSTITUTE OF TECHNOLOGY,","Powaımumbaı , 400076",",Maharashtra",.,.,.,.,210,INDIA ALL 2021 HS 382200 MARCH.xlsx
211,INDOCO REMEDIES LIMITED,"Indoco House,166 Cst Rd.Vidyanagri,, Marg,Kalina,Santacruz (E), 400098",Mumbai.Maharashtra,226541851to 55,26523976/80,intbiz@indoco.com,.,211,INDIA ALL 2021 HS 382200 MARCH.xlsx
212,JINDAL STEEL & POWER LIMITED,"Delhi Road,, , 125005",Hisar/Haryana/,"01662-222471,222475",.,jindalsp@del3.vsnl.net.in,.,212,INDIA ALL 2021 HS 382200 MARCH.xlsx
213,JOHNSON MATTHEY INDIA PVT. LTD.,"103,Ashoka Estate, 24,Barakhamba Road, 110001",New Delhi,.,.,gambhs@matthey.com,.,213,INDIA ALL 2021 HS 382200 MARCH.xlsx
214,KABS HEALTHCARE PVT.LTD.,"J-99, KIRTI NAGAR, IST FLOOR,",NEW DELHI,.,.,.,.,214,INDIA ALL 2021 HS 382200 MARCH.xlsx
215,"L J. INTERNATIONAL LIMITED,","NEW NO. 60, OLD NO.22,RUKMANI LAKSHMIPATHY SALAI, EGMORE,",CHENNAI. TAMIL NADU.,.,.,.,.,215,INDIA ALL 2021 HS 382200 MARCH.xlsx
216,LIFECELL INTERNATIONAL PRIVATE LTD.,"26, VANDALUR-KELAMBAKKAM MAIN RD.KEELAKOTTAIYUR","CHENNAI, TAMILNADU",.,.,.,.,216,INDIA ALL 2021 HS 382200 MARCH.xlsx
217,MAKHTESHIM AGAN INDIA PVT LTD,"5Th Floor,A Block,Q-City,, Nanakramguda,Gachibowli,, 500032",Hyderabad (A.P.),040-40361300,.,shai.shovali@ma.india.com,.,217,INDIA ALL 2021 HS 382200 MARCH.xlsx
218,"NATIONAL CENTRE FOR CELL SCIENCE,","Nccs Complex,, Ganeshkhind,, 411007","Pune,Maharashtra",5670931/,5672259,root@vsnl.nas.net.in,.,218,INDIA ALL 2021 HS 382200 MARCH.xlsx
219,PERKINELMER HEALTH SCIENCES PVT LTD,"OLD NO.92, NEW NO.197,DR. NATESAN ROAD, MYLAPORE,","CHENNAI, TAMIL NADU.",.,.,.,.,219,INDIA ALL 2021 HS 382200 MARCH.xlsx
220,PLANET SCIENCE,"G-A 48 Lake City Mall,, Kapurbawdi Circle,Majiwada, 400607","Thane(W),Thane,M.S.",022-32209210,.,sharad@planetscience.in,.,220,INDIA ALL 2021 HS 382200 MARCH.xlsx
221,SANOFI - SYNTHELABO (INDIA) LTD.,"54-A,Sir Mathurdas Vasanji Road,, Andheri (East), 400093","Powai, Mumbai","022030707860,3070786",30707869,alan.fernandes@sanofi.com,.,221,INDIA ALL 2021 HS 382200 MARCH.xlsx
222,SMITHS DETECTION VEECON SYSTEMS PRIVATE LIMITED,"Salcon Ras Vılas, D-1,Dıstrıct Centre, Saket , 110017",New Delhi,.,.,.,.,222,INDIA ALL 2021 HS 382200 MARCH.xlsx
223,Y.R. GAITONDE MEDICAL EDUCATIONAL AND RESEARCH,"FOUNDATION, VOLUNTRY HEALTHSERVICES, TIDEL PARK ROAD,","TARAMANI, CHENNAI. TAMIL NADU.",.,.,.,.,223,INDIA ALL 2021 HS 382200 MARCH.xlsx
224,ARIHANT INNOCHEM PRIVATE LIMITED,"120, Vasan Udyog Bhavan Sun Mill, Compound Off Senapati Bapat Marg,, 400013","Lower Parel West, Mumbai",2267674895,.,jinesh@arihantinnochem.com,.,224,INDIA ALL 2021 HS 382200 MARCH.xlsx
225,JAY SCIENTIFIC COMAPANY,"Heena Smruti,N.S.Road No.2,, J.V.P.D.Scheme,Vile Parle (W) Mumb, 400056",Maharashtra,2010146,.,.,.,225,INDIA ALL 2021 HS 382200 MARCH.xlsx
226,GEO CHEM LABORATORIES PVT LTD,"Geo Chem House, 294 Shahıdbhagatsıngh Road, Fort, , 400001",Mumbai,.,.,.,.,226,INDIA ALL 2021 HS 382200 MARCH.xlsx
227,SKYLINE PEEVEES PROPERTIES (P) LTD.,"39/1238, PEEVEES HOUSE , KALATHIPARAMBU ROAD, ERNAKULAM,KERALA","ERNAKULAM,KERALA",.,.,.,.,227,INDIA ALL 2021 HS 382200 MARCH.xlsx
228,HEIDELCO MEDICORE PRIVATE LTD.,"8, MAI JI KA BAGH BADA CHANDGANJ",LUCKNOW U.P.,.,.,.,.,228,INDIA ALL 2021 HS 382200 MARCH.xlsx
229,EPR CENTRE FOR CANCER RESEARCH & BIO INFORMATICS,"Pvt Ltd, No.16-8-933/1/8/A,, Malakpet, Nr Nalgonda Cross Road,, 500024","Hyderabad, Telangana.",040-24571088,.,info@vitance.in,.,229,INDIA ALL 2021 HS 382200 MARCH.xlsx
230,KARWA ENTERPRISES PRIVATE LIMITED,.,India,.,.,.,.,230,INDIA ALL 2021 HS 382200 MARCH.xlsx
231,"BOSE INSTITUTE.,",.,India,.,.,.,.,231,INDIA ALL 2021 HS 382200 MARCH.xlsx
232,SLAYBACK PHARMA INDIA LLP.,"3Rd Floor, Ss Arcade, Road No.9, Ka Katiya Hills Madhapur,Pin-500081","IN - Hyderabad, Telangana",918179632016,.,akhila@jssca.in,www.jssca.in,232,INDIA ALL 2021 HS 382200 MARCH.xlsx
233,SUEZ WATER TECHNOLOGIES AND SOLUTIONS (INDIA) PVT LTD.,"311 B, Dlf South Court, Saket,Sout H Delhi,Pin-110017","IN - Delhi, Delhi",918105002222,.,yatin.tayalia@ge.com,.,233,INDIA ALL 2021 HS 382200 MARCH.xlsx
234,KASHIV BIOSCIENCES PRIVATE LIMITED.,.,IN - India,.,.,"info@kashivbio.com, naitik.shah@kashivbio.com",www.kashivbiosciences.com,234,INDIA ALL 2021 HS 382200 MARCH.xlsx
