,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
407,407,12295,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",RAZA ENTERPRISES,19 C KARACHI MARKET KHYBER BAZAR PESHAWAR.,PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,2450.0,0.0,USD,0.0,,0.0,,245.0,KG,COVID19I.C.T ANTIGEN RAPID TEST CASSETTESWAB 20 TEST KITS1 I.C.T COVID19 ANTIGEN RAPID TESTSWAB LOT NOATCOV21080207 EXP DT082023.BRAND ALL TEST ORIGIN CHINA QTY750 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,408,Pakistan Trade Atlas All 2021 HS 382200.csv,8,488 | 486 | 282 | 1038 | 836 | 175 | 860 | 828 | 210 | 31 | 607 | 608 | 279 | 37 | 1220 | 829 | 439 | 52 | 184 | 443 | 9 | 455 | 371 | 372 | 10 | 719 | 720 | 751 | 752 | 621 | 614 | 125 | 97 | 104 | 552 | 554 | 700 | 107 | 114 | 732 | 505 | 273 | 171 | 139 | 620 | 220 | 310 | 800 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 151 | 599 | 221 | 179 | 183 | 130 | 206 | 572 | 832 | 454 | 452 | 209 | 550 | 731 | 134 | 346 | 8 | 1127 | 339 | 347 | 348 | 845 | 857 | 173 | 174 | 598 | 145 | 370 | 605 | 618 | 1053 | 384 | 377 | 619 | 635 | 128 | 228 | 413 | 170 | 511 | 512 | 509 | 510 | 615 | 334 | 1098 | 558 | 622 | 648 | 432 | 1135 | 373 | 445 | 1245 | 1114 | 745 | 1217 | 345 | 613 | 882 | 866 | 892 | 871 | 870 | 888 | 884 | 873 | 876 | 887 | 875 | 819 | 1243 | 581 | 643 | 647 | 123 | 479 | 593 | 668 | 686 | 649 | 642 | 810 | 812 | 644 | 645 | 646 | 1074 | 351 | 1144 | 590 | 591 | 659 | 185 | 162 | 172 | 223 | 314 | 126 | 616 | 1146 | 355 | 7 | 699 | 284 | 746 | 1233 | 278 | 658 | 755 | 186 | 559 | 654 | 801 | 574 | 1147 | 230 | 827 | 831 | 376 | 260 | 813,"rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen","{'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'}",3.0,190 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 861 | 151 | 599 | 221 | 317,"biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest", |  |  |  |  |  |  |  |  |  |  |  |  | ,24.0,180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 151 | 599 | 221
408,408,12296,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,598.17,0.0,USD,0.0,,0.0,,10.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY 10 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,409,Pakistan Trade Atlas All 2021 HS 382200.csv,5,993,"10,assay","{'assay': 4, '10': '1ea'}",2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.3333333333333333,998 | 986
409,409,12305,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MATS INTERNATIONAL.,"OFFICE NO 1 GROUND FLOOR AMNA PLAZA, MAIN PESHAWAR ROAD, RAWALPINDI.",PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,16000.0,0.0,USD,0.0,,0.0,,158.0,KG,COVID 19 ANTIGEN RAPID TEST NASOPHARYNGEAL SWAB 20TEST  KIT IVD  REF NO.INCPAC0502  LOT NO. COV21080165AC0  EXP 082023  BRAND JUSCHEK  ORIGIN USA  QTY10000 TEST WEIGHT 158 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,410,Pakistan Trade Atlas All 2021 HS 382200.csv,36,828,"rapid,nasopharyngeal,swab,juschek,antigen","{'juschek': 20, 'rapid': 4, 'nasopharyngeal': 4, 'swab': 4, 'antigen': 4, '': '1ea'}",3.0,190 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 861 | 151 | 599 | 221 | 317,"biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest | biotech,hangzhou,alltest", |  |  |  |  |  |  |  |  |  |  |  |  | ,48.0,181 | 623 | 151
410,410,12308,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,226.39,0.0,USD,0.0,,0.0,,2.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY2 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,411,Pakistan Trade Atlas All 2021 HS 382200.csv,5,993,"10,assay","{'assay': 4, '10': '1ea'}",2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.3333333333333333,998 | 986
411,411,12323,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1823.06,0.0,USD,0.0,,0.0,,5.0,KG,DIAGNOSTICS REAGNETSARTUS CTNG QSRGQ KIT 96 CE QTY 5 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,412,Pakistan Trade Atlas All 2021 HS 382200.csv,1,949 | 814 | 700 | 270 | 957 | 289 | 997 | 1314 | 395 | 928 | 1033 | 938 | 924 | 527 | 528 | 529 | 286 | 704 | 1441 | 846,96 | diagnostics | diagnostics | 5 | diagnostics | 96 | 96 | 96 | diagnostics | ce | ce | 96 | ce | diagnostics | diagnostics | diagnostics | 96 | ce | diagnostics | diagnostics,{'96': '1ea'} | {'diagnostics': '1ea'} | {'diagnostics': '1ea'} | {'5': '1ea'} | {'diagnostics': '1ea'} | {'96': '1ea'} | {'96': '1ea'} | {'96': '1ea'} | {'diagnostics': '1ea'} | {'ce': '1ea'} | {'ce': '1ea'} | {'96': '1ea'} | {'ce': '1ea'} | {'diagnostics': '1ea'} | {'diagnostics': '1ea'} | {'diagnostics': '1ea'} | {'96': '1ea'} | {'ce': '1ea'} | {'diagnostics': '1ea'} | {'diagnostics': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
412,412,12327,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,322.05,0.0,USD,0.0,,0.0,,3.0,KG,9N7880 SARSCOV2 CTL KIT FOR ALINITY M3 KITFOC,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,413,Pakistan Trade Atlas All 2021 HS 382200.csv,1,32 | 33 | 975,alinity | alinity | alinity,{'alinity': '1ea'} | {'alinity': '1ea'} | {'alinity': '1ea'},0.8,484,"abbott,gmbh",,0.5,32 | 33 | 975
413,413,12513,29-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,280.8,0.0,USD,0.0,,0.0,,5.0,KG,SARS COV2 ANTIGEN CONTROL QTY 5 PCS BATCH NO CT3520111 MFG DT 251120 EXP DT 8522 EXP DT 8522,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,414,Pakistan Trade Atlas All 2021 HS 382200.csv,5,400,"no,antigen","{'antigen': 4, 'no': '1ea'}",3.0,893 | 911 | 914,"diagnostics,gmbh,roche | diagnostics,gmbh,roche | diagnostics,gmbh,roche", |  | ,8.0,256 | 643 | 647
414,414,12588,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2122.68,0.0,USD,0.0,,0.0,,21.0,KG,ARC  SARSCOVID2  IGM OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,415,Pakistan Trade Atlas All 2021 HS 382200.csv,4,769 | 772 | 1083 | 1039 | 1186 | 786 | 900 | 1076 | 779 | 1172 | 1078 | 907 | 1089 | 1176,igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm,"{'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,769 | 772
415,415,12592,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,OCEANIC INTL LOGISTIC HK LTD,,China,35126.56,0.0,USD,0.0,,0.0,,1106.0,KG,Nucleic Acid Extraction Reagent Real Time PCR Kit for NovelCoronavirus 2019nCoV,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,416,Pakistan Trade Atlas All 2021 HS 382200.csv,6,917 | 950,"acid,reagent,nucleic | acid,reagent,nucleic","{'reagent': 4, 'acid,nucleic': '1ea'} | {'reagent': 4, 'acid,nucleic': '1ea'}",0.14285714285714285,435,hk,,0.0,
416,416,12593,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2527.0,0.0,USD,0.0,,0.0,,50.0,KG,ARC  SARSCOVID2   IGM  100T OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,417,Pakistan Trade Atlas All 2021 HS 382200.csv,4,769 | 772 | 1083 | 1039 | 1186 | 786 | 900 | 1076 | 779 | 1172 | 1078 | 907 | 1089 | 1176,igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm,"{'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,769 | 772
417,417,12601,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CAL OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,418,Pakistan Trade Atlas All 2021 HS 382200.csv,0,,,,1.8,484,"diagnostics,abbott,gmbh",,0.0,
418,418,12605,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,10560.0,0.0,USD,0.0,,0.0,,64.0,KG,"ALPHA IVD COVID19 SAMPLING AND VIRAL RNA EXTRACTION KIT 150 EXTRACTIONSBOX LOTBCTT008 EXP052023 ,,,, QTY 64 KITS ,,,",0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,419,Pakistan Trade Atlas All 2021 HS 382200.csv,4,959,"viral,extraction,and,rna","{'viral': 1, 'and,extraction,rna': '1ea'}",0.0,,,,0.0,
