paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
8610,13-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MIAN SCIENTIFIC CORPORATION (PVT) LTD.,534-Jinnah Colony Jinnah Colony 38030 Faisalabad Pakistan,PK - Pakistan,.,.,.,.,"BEIJING GENESEE BIOTECH,INC. C/O MIDAS ASIA",,China,13890.24,0.0,USD,0.0,,0.0,,1040.0,KG,HBSAG FOR HEPATITIS ICT. I.C.T. IMMUNOCHROMATOGRAPHIC KIT. 50CTNS  500KGS  HCV FOR HEPATITIS ICT. I.C.T. IMMUNOCHROMATOGRAPHIC KIT. 50CTNS  500KGS  COVID 19 ICT,0.0,,,,,,KAPE,,M/S. MEHRAN CARGO SERVICES           (C/W),,0.0,,,,,,,,,,,8610,Pakistan Trade Atlas All 2021 HS 382200.csv
8733,12-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL HEALTH CARE,H No 41A St 11 Westridge 1 Race Course Road Rawalpindi,PK - Pakistan,.,.,.,.,VISOLE FZC,,South Korea,2657.51,0.0,USD,0.0,,0.0,,40.4,KG,COVID19 DIAGNOSTIC REAGENTS ABAG  TEST KITS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,8733,Pakistan Trade Atlas All 2021 HS 382200.csv
8791,11-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI-TECH SCIENTIFIC INTERNATIONAL.,Rawalpindi,PK - Pakistan,.,.,.,.,ACON BIOTECH (HANGZHOU) CO LTD,,China,4800.0,0.0,USD,0.0,,0.0,,101.0,KG,1............ SARSCOV2 ANTIGEN RAPID TEST ICT  REF  L03111815CBW07A  LOT  COV1080063  EXPIRY DATE 20230402  BRAND FLOWFLEX  ORIGIN CHINA  QTY  6000 TEST  TOTAL BOX 240 EA,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,8791,Pakistan Trade Atlas All 2021 HS 382200.csv
8799,11-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES.,Office No 1 1St Floor Abc Plaza Commerical Center Satellite Town Pk Rawalpindi Pakistan,PK - Pakistan,.,.,.,.,GENEPROOF A.S,,Czech Republic,17108.93,0.0,USD,0.0,,0.0,,26.0,KG,"DIAGNOSTIC COVID KITS GENEREPROOF SARSCOV2 ADVANCED PCR KIT, GENEREPROOF SARSCOV2 SCREENING PCR KIT, CZECH REPUBLIC ORIGIN, NET WEIGHT  26 KGS, QTY  50 PCS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,8799,Pakistan Trade Atlas All 2021 HS 382200.csv
8813,11-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",H.A.SHAH & SONS,"3Rd Flr., 109-W, Sardar Begum Plaza Jinnah Avenue, Blue Area Islamabad Pk, Tel:925123485",PK - Pakistan,.,.,.,.,LIFE TECHNOLOGIES HOLDINGS BV,,United States,30000.0,0.0,USD,0.0,,0.0,,93.0,KG,TAQPATH COVID19 CE RTPCR KIT.,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,8813,Pakistan Trade Atlas All 2021 HS 382200.csv
8816,11-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AGBL PAKISTAN PVT LTD,.,PK - Pakistan,.,.,.,.,BJOHN LOGISTICS LIMITED,,United Kingdom,62400.0,0.0,USD,0.0,,0.0,,6.4,KG,REALTIME PCR KIT FOR THE DETECTION OF CORONA VIRUS SARSCOV19 KITS,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,8816,Pakistan Trade Atlas All 2021 HS 382200.csv
8819,10-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,336.96,0.0,USD,0.0,,0.0,,6.0,KG,DIAGNOSTICS REAGENTS SARSCOV2 ANTIGEN CONTROL QTY 6 PCS BATCH NO CT3520112  MFG DT 261120 EXP DT 9522,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,8819,Pakistan Trade Atlas All 2021 HS 382200.csv
8855,10-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARS COV 2PC ELECSYS QTY 1 PC BATCH NO 57679401 MFG DT 2821 EXP DT 301121,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,8855,Pakistan Trade Atlas All 2021 HS 382200.csv
8860,10-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTI SARS COV2 PC ELECSYS QTY 1 PC BATCH NO 57679401 MFG DT 2821 EXP DT 301121,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,8860,Pakistan Trade Atlas All 2021 HS 382200.csv
8898,09-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MARTIN DOW MARKER SPECIALITIES (PVT) LTD.,"D-7, Shaheed-E-Millat Road 75350 Karachi Pakistan",PK - Pakistan,.,.,.,.,SHENZHEN YHLO BIOTECH CO LTD,,China,424.72,0.0,USD,0.0,,0.0,,1.0,KG,C86153 IFLASHSARSCOV2 IGGS,0.0,,,,,,KPAF,,M/S. M.S. SHIPPERS,,0.0,,,,,,,,,,,8898,Pakistan Trade Atlas All 2021 HS 382200.csv
8910,09-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTIC SYSTEMS,Karachi Pakistan,PK - Pakistan,.,.,.,.,BOLLORE LOGISTICS UK LTD,,United Kingdom,47010.66,0.0,USD,0.0,,0.0,,75.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 75 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPFI,,BABA IMPEX,,0.0,,,,,,,,,,,8910,Pakistan Trade Atlas All 2021 HS 382200.csv
8932,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL GLOBAL FORWARDING PAKISTAN (PVT) LTD.,"162, Banglore Town, Shahrah-e-Faisal,",Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,47.83,0.0,USD,0.0,,0.0,,0.5,KG,2548064842 COVIT 19 ANTIGENRAPID TEST DEVICE,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,8932,Pakistan Trade Atlas All 2021 HS 382200.csv
8934,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEDI LAB SERVICES,PESHAWAAR,PK - Pakistan,.,.,.,.,INTELOS INC VENTURE OPENING BU,,South Korea,5427.0,0.0,USD,0.0,,0.0,,361.8,KG,COVID19 AG TEST 26000 UNITS 361.80 KG NET WEIGHT,0.0,,,,,,PPAF,,,,0.0,,,,,,,,,,,8934,Pakistan Trade Atlas All 2021 HS 382200.csv
8940,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL GLOBAL FORWARDING PAKISTAN (PVT) LTD.,"162, Banglore Town, Shahrah-e-Faisal,",Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,47.83,0.0,USD,0.0,,0.0,,0.5,KG,2548045032 COVIT 19 ANTIGEN RAPID TEST DEVICE,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,8940,Pakistan Trade Atlas All 2021 HS 382200.csv
8942,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL GLOBAL FORWARDING PAKISTAN (PVT) LTD.,"162, Banglore Town, Shahrah-e-Faisal,",Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,47.83,0.0,USD,0.0,,0.0,,0.5,KG,2548057385 COVIT19 ANTIGEN RAPID TEST DEVICE,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,8942,Pakistan Trade Atlas All 2021 HS 382200.csv
8963,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL GLOBAL FORWARDING PAKISTAN (PVT) LTD.,"162, Banglore Town, Shahrah-e-Faisal,",Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,Bahrain,47.83,0.0,USD,0.0,,0.0,,0.5,KG,2548051612 COVIT19 ANTIGEN RAPID TEST DEVICE,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,8963,Pakistan Trade Atlas All 2021 HS 382200.csv
8974,08-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ANALYTICAL MEASURING SYSTEMS (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,PERKINELMER HEALTH SCIENCE B.V,,Netherlands,8587.5,0.0,USD,0.0,,0.0,,5.0,KG,COVID19 TEST KITS 1 PART NO CMG1033S CHEMAGIC VIRAL DNAKNA 300 KIT H96 QTY 5 PCS  DETAIL AS PER ATTACHED INVOICE,0.0,,,,,,KPAF,,M/S. KHYBER SHIPPERS (PVT) LTD.,,0.0,,,,,,,,,,,8974,Pakistan Trade Atlas All 2021 HS 382200.csv
9012,07-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SIND MEDICAL STORES,"13-B, Block 6, Pechs Shahrah-E-Faisal",Karachi,+92 2134521629,+92 2134384084,info@sms-pakistan.com,www.sms-pakistan.com.pk,BIONEER CORPORATION,,South Korea,25000.0,0.0,USD,0.0,,0.0,,100.0,KG,"1 AccuPower SARSCoV2 Multiplex RealTime RTPCR Kit USD 250.00 100 USD 25,000.00",0.0,,,,,,KPFI,,UNIVERSAL CUSTOMS SERVICES,,0.0,,,,,,,,,,,9012,Pakistan Trade Atlas All 2021 HS 382200.csv
9193,06-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,3D BIOMEDICINE SCIENCE & TECHNOLOGY CO LIMITED,,China,8000.0,0.0,USD,0.0,,0.0,,4000.0,KG,ANDIS FAST SARSCOV2RTQPCR DETECTION KITV5.1 TESTS PER KIT  100TOTAL KITS  40 TOTAL TESTS  4000,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,9193,Pakistan Trade Atlas All 2021 HS 382200.csv
9263,05-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,14193.92,0.0,USD,0.0,,0.0,,3.0,KG,"DIAGNOSTICS REAGNETSARTUS SARSCOV2 PREPAMP UM KIT 768 QTY 3 PCS EXEMPTION OF SRO CUSTOM DUTY  844, SALES TAX 1007 INCOME TAX 1008",0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,9263,Pakistan Trade Atlas All 2021 HS 382200.csv
9293,05-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,108914.44,0.0,USD,0.0,,0.0,,20.0,KG,ARTUS SARS COV 2 PREPAMP UM KIT QTY 20 PCS EXEPMTION OF SRO 844 1007 1008,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,9293,Pakistan Trade Atlas All 2021 HS 382200.csv
9308,05-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,32827.45,0.0,USD,0.0,,0.0,,7.0,KG,ARTUS SARS COV 2 PREPAMP UM KIT 768 QTY 7 PCS EXEMPTION OF SRO 844 1007 1008,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,9308,Pakistan Trade Atlas All 2021 HS 382200.csv
9472,04-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2018.12,0.0,USD,0.0,,0.0,,4.0,KG,ALNTY SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,9472,Pakistan Trade Atlas All 2021 HS 382200.csv
9489,04-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2021.6,0.0,USD,0.0,,0.0,,40.0,KG,ARC SARSCOV2  IGM  100T  OUS  ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,9489,Pakistan Trade Atlas All 2021 HS 382200.csv
9533,04-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED ART PAKISTAN,Khi Pak,PK - Pakistan,.,.,.,.,BGI HEALTH HK COMPANY LIMITED,,China,149.6,0.0,USD,0.0,,0.0,,1.0,KG,IDENTIFICATON KIT FOR B.1.617 LINEAGE L452R AND E484QOF SARS COC2FLUORESCENCE RTPCRQTY 10 NO DETECTION KIT FOR 6 MUTATIONS IN S GENE OF SARSVOV2 ARMSPCR  QTY.12 NOS,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,9533,Pakistan Trade Atlas All 2021 HS 382200.csv
9551,04-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,9551,Pakistan Trade Atlas All 2021 HS 382200.csv
9741,02-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,XIAMEN ZEESAN BIOTECH CO LTD,,China,24776.49,0.0,USD,0.0,,0.0,,300.0,KG,"DIAGNOSTICS REAGENTS LAB AID VIRUS RNA EXTRACTION KIT labaid 824s FOR COVID 19 TESTING CE QTY300 KITS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  11 FREIGHT ADDED AS PER M",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,9741,Pakistan Trade Atlas All 2021 HS 382200.csv
9793,01-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MATS INTERNATIONAL.,"OFFICE NO 1 GROUND FLOOR AMNA PLAZA, MAIN PESHAWAR ROAD, RAWALPINDI.",PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO. LTD,,China,20879.99,0.0,USD,0.0,,0.0,,239.5,KG,1. COVID19 ANTIGEN RAPID TEST KITS NASOPHARYNGEAL SWAB  CONTENET PER KIT 1SPECIMEN COLLECTION SWAB  1CASSETTE  1SPECIMEN TUBE  BUFFER210ML FOR 20 TESTS  REF.NO INCPAC,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,9793,Pakistan Trade Atlas All 2021 HS 382200.csv
9809,01-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",LAHORE GENERAL HOSPITAL,Lahore,PK - Pakistan,.,.,.,.,CARLOS SILVA,,Canada,146.0,0.0,USD,0.0,,0.0,,29.0,KG,FREE OF CHARGE DIAGNOSTIC  REAGENTS CAST Instant COVID19 TEST KIT,0.0,,,,,,LPFI,,RAFAQIBS ENTERPRISES,,0.0,,,,,,,,,,,9809,Pakistan Trade Atlas All 2021 HS 382200.csv
9815,30-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH. DOSLF,,South Korea,287301.6,0.0,USD,0.0,,0.0,,2160.0,KG,SARS COV2 RAPID AG TEST 25T VARIANT 2 QTY 2160 PCS BATCH NO QCO3911281 MFG DT 281120 EXP DT 271122,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,9815,Pakistan Trade Atlas All 2021 HS 382200.csv
9818,30-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION.,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECH CO LTD,,China,300.0,0.0,USD,0.0,,0.0,,2.0,KG,DIAGNOSTIC OR LABORATORY REAGENTS SARS COV NAB Eclia QTY02,0.0,,,,,,KPAF,,PAK HAIDER INTERNATIONAL,,0.0,,,,,,,,,,,9818,Pakistan Trade Atlas All 2021 HS 382200.csv
9851,30-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION.,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECH CO LTD,,China,2695.0,0.0,USD,0.0,,0.0,,2.0,KG,DIAGNOSTIC OR LABORATORY REAGENTS SARSCOV2 IGG eCLIA QTY 02 FREIGHT ADDED,0.0,,,,,,KPAF,,PAK HAIDER INTERNATIONAL,,0.0,,,,,,,,,,,9851,Pakistan Trade Atlas All 2021 HS 382200.csv
9876,30-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHOHAN & COMPANY.,21 Bahadurabad Block 03 Karachi,PK - Pakistan,.,.,.,.,DIA PRO DIAGNOSTIC BIOPROSES SRL,,South Korea,12031.39,0.0,USD,0.0,,0.0,,146.0,KG,ELISA KITS COVID19,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,9876,Pakistan Trade Atlas All 2021 HS 382200.csv
9882,30-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION.,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECH CO LTD,,China,110.0,0.0,USD,0.0,,0.0,,1.0,KG,DIAGNOSTIC OR LABORATORY REAGENTS SARSCOV2 IGM eCLIA QTY01,0.0,,,,,,KPAF,,PAK HAIDER INTERNATIONAL,,0.0,,,,,,,,,,,9882,Pakistan Trade Atlas All 2021 HS 382200.csv
9895,29-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",REACTION SCIENTIFIC (PVT) LTD.,Flat Numer 16 Shalimar Floor Aries Tower Shamasabad Murree Road Rawalpindi Pakistan,PK - Pakistan,.,.,.,.,MR GLOBAL HK LIMITED,,China,10374.0,0.0,USD,0.0,,0.0,,15.0,KG,01 SARSCOV2 S RBD IGG KIT  LOT NO.2021070100  .   EXP 02082022    BRAND MINDRAY   ORIGIN CHINA   QTY30 NOS 2 SARSCOV2 S RBD IGG NEGATIVE CONTROL KIT  LOT,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,9895,Pakistan Trade Atlas All 2021 HS 382200.csv
9901,29-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION.,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECHNOLOGY CO.,,China,150.0,0.0,USD,0.0,,0.0,,3.0,KG,DIAGNOSTIC LABORATORY REAGENTSSARSCOVECLIANEUTRALIZING ANTIBODY 25TKIT QTY 03,0.0,,,,,,KPAF,,PAK HAIDER INTERNATIONAL,,0.0,,,,,,,,,,,9901,Pakistan Trade Atlas All 2021 HS 382200.csv
9925,29-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS.,Lahore,PK - Pakistan,.,.,.,.,ZYBIO INC,,China,106492.95,0.0,USD,0.0,,0.0,,900.0,KG,DIAGNOSTIC REAGENT VIRAL RNA EXTRACTION KITS SARS COVID 2 COVID19 PCR KITS AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,9925,Pakistan Trade Atlas All 2021 HS 382200.csv
9980,28-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS GMBH,,Germany,2560.0,0.0,USD,0.0,,0.0,,8.0,KG,ITEMS SERIAL NO.154 CENTAUR COV2T 100T,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,9980,Pakistan Trade Atlas All 2021 HS 382200.csv
10001,27-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.05,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOVID2 IGM CTL OUSControl,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,10001,Pakistan Trade Atlas All 2021 HS 382200.csv
