,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Ratio,Top P Match UIDs,Matching P Tags,Top M Match Ratio,Top M Match UIDs,Matching M Tags
187,6821,6822,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,2280.21,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 S ELECSYS COBAS E 200 QTY 3 PCS BATCH NO. 55435901 MFG DT. 20.5.21 EXP DT. 31.1.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,6822,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
188,6829,6830,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PC BATCH NO. 58151701 MFG DT. 1.9.21 EXP DT. 31.12.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,6830,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,256 | 777,elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
189,6830,6831,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SIEMENS HEALTHCARE DIAGNOSTICS PROD,,Germany,640.0,0.0,USD,0.0,,0.0,,2.0,KG,ITEMS SERIAL NO.94 CENTAUR COV2T 100T,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,6831,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,765,centaur,0.5,259 | 469,pharma | pharma
190,6833,6834,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL CLINICAL CURA,.,PK - Pakistan,.,.,.,.,JIANGSU BIOPERFECTUS,,China,50000.0,0.0,USD,0.0,,0.0,,154.0,KG,. COVID19 CORONAVIRUS REAL TIME PCR KITS LOT NO.20210902  EXP DATE 31082022 BIOFERECTUS BRAND ORIGIN GERMANY QTY50000 NOS..WEIGHT 154 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,6834,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"211 | 1095 | 193,194 | 923 | 651 | 1057","time,real | time,real | coronavirus,time,real | time,real | pcr,time,real | pcr,time,real",0.3333333333333333,742 | 743,clinical | clinical
191,6896,6897,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,88.68,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 3 PCS BATCH NO. 55536701 MFG DT. 27.7.21 EXP DT. 31.1.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,6897,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 268 | 291 | 256 | 777,s | 3 | 3 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
192,6923,6924,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,120941.93,0.0,USD,0.0,,0.0,,1698.94,KG,"DIAGNOSTIC REAGENTS SARSCOV2 ANTIGEN GICA 25TKIT  PART SHIPMENT IGM  4956 DATED 29102021, INDEX  20, PKGS 64",0.0,,,,,,KPAF,,ARSHAD SUAULEH CORP,,0.0,,,,,,,,,,,6924,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,44 | 187 | 1076 | 806,"antigen | antigen | igm | antigen,gica",0.0,,
193,7054,7055,01-11-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,57.72,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 3 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,7055,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 268 | 291 | 256 | 777,s | 3 | 3 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
194,7086,7087,30-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PVT) LTD.,Plot 225 1 F Block 2 Pechs,PK - Pakistan,.,.,.,.,,,Turkey,4416.0,0.0,USD,0.0,,0.0,,32.0,KG,"... BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V2 50 RXNBOX ,,,, QTY 32 KITS",0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,7087,Pakistan Trade Atlas All 2021 HS 382200.csv,0.75,1326 | 1327 | 461,"coronavirus,detection,novel | coronavirus,detection,novel | coronavirus,detection,novel",0.5,"31 | 977 | 715 | 716 | 91 | 920 | 217 | 139 | 997 | 263 | 611 | 140 | 370 | 539 | 228 | 411 | 969 | 647 | 132,133 | 131 | 643 | 252 | 256 | 185 | 699 | 901",diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics | diagnostics
195,7123,7124,29-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AL QAZI MARKETING GROUP,.,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH CO LTD,,China,290.0,0.0,USD,0.0,,0.0,,100.0,KG,01. SARSCOV2 DETECTION KIT  DIRECT FLOURESCENCE PCR KITS    REF ACOVO1   MFG 20211015  EXPIRY 20221014   ORIGIN CHINA   BRAND ORIENT GENE   QTY100NOS   TOTAL NET WEIGHT3,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,7124,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,639,gene,0.5,620,group
196,7129,7130,29-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL HEALTH CARE,H No 41A St 11 Westridge 1 Race Course Road Rawalpindi,PK - Pakistan,.,.,.,.,VI SOLE FZC,,South Korea,2650.0,0.0,USD,0.0,,0.0,,47.0,KG,COVID 19  AB TEST KITS,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,7130,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1081 | 141,ab | ab,0.5,101 | 233 | 387 | 551 | 1114 | 685,health | health | health | health | care | health
197,7137,7138,28-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BLAZON DIAGNOSTIC,Blazon House 45 Rawalpindi Cricket Stadium Double Road Rawalpindi Pakistan,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH,,China,2460.0,0.0,USD,0.0,,0.0,,82.0,KG,DIAGNOSTIC REAGENT PCR KITS FOR COVID19SARSCoV2 Detection Kit Direct Fluorescence PCR,0.0,,,,,,LPAF,,AZEEM ENTERPRISES,,0.0,,,,,,,,,,,7138,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1284 | 1109 | 653 | 702,"direct,detection | detection,fluorescence | diagnostic,detection | direct,detection",0.5,164,diagnostic
198,7167,7168,28-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NYCOTECH INC,.,PK - Pakistan,.,.,.,.,GENESYSTEM CO. LTD,,South Korea,1850.0,0.0,USD,0.0,,0.0,,2.0,KG,PCR CORONAVIRUS DETECTION KITS FOR SARSCOV2 KITS,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,7168,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"328 | 925 | 245 | 164 | 1020 | 968 | 433 | 1326 | 251 | 1327 | 461 | 1352 | 546 | 952 | 1035 | 1133 | 150 | 1071,1072,1070 | 362 | 1442 | 1158 | 1021","detection | detection | detection | detection | detection | detection | detection | coronavirus,detection | detection | coronavirus,detection | coronavirus,detection | detection | detection | pcr | pcr | detection | detection | detection | detection | pcr | coronavirus | detection",0.0,,
199,7195,7196,27-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS GMBH,,Germany,292.01,0.0,USD,0.0,,0.0,,69.0,KG,"ITEMS SERIAL NO.1 TO 10 CUPLID 1.5ML ESARSTAR,IMMULITE PROBE WASH MODULE",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,7196,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273,10,0.5,259 | 469,pharma | pharma
200,7214,7215,27-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL CLINICAL CURA,41A STREET 16 WESTRIDGE 1 RACECOURSE ROAD RAWALPINDI PAKISTAN,PK - Pakistan,.,.,.,.,SEEGENE MEDICAL EQUIPMENT TRADING LLC,,France,12500.0,0.0,USD,0.0,,0.0,,60.0,KG,01SARSCOV2 ASSAY LOT NO.RV10248X EXP DATE 24082022 SEEGENE BRAND ORIGIN SOUTH  QTY110 WEIGHT 60 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,7215,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,0.3333333333333333,742 | 743,clinical | clinical
201,7221,7222,27-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS GMBH,,Germany,961.48,0.0,USD,0.0,,0.0,,14.0,KG,ITEMS SERIAL NO.6 TO 11 13 14 QUASAR 670 DYE SPECTRAL CALIB SPECTRAL CALIBRATION PLATE 3,0.0,,,,,,KPAF,,LIAQUAT TRADERS,,0.0,,,,,,,,,,,7222,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,268 | 291,3 | 3,0.5,259 | 469,pharma | pharma
202,7263,7264,26-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES.,111 Hali Road Westridge I 45000 Rawalpindi Cannt Pakistan,PK - Pakistan,.,.,.,.,HOLOGIC C/O DSV SOLUTIONS NV,,France,74.48,0.0,USD,0.0,,0.0,,1.0,KG,"SARS COV2 KITS DETAIL AS UNDER 01.SARSCOV2 ASSAY,LOT NO.297675CH ,EXP DATE 15022022,APTIMA BRAND,ORIGIN USA,QTY02 NOS.. WEIGHT 01 KGS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,7264,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,0.0,,
203,7307,7308,26-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,--,,United States,15.0,0.0,USD,0.0,,0.0,,1.0,KG,Recombinant RBD Protein cov19 For research use ony,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7308,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,635 | 119,protein | cov19,0.0,,
204,7315,7316,26-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES.,111 Hali Road Westridge I 45000 Rawalpindi Cannt Pakistan,PK - Pakistan,.,.,.,.,HOLOGIC C/O DSV SOLUTIONS NV,,France,212.0,0.0,USD,0.0,,0.0,,1.0,KG,"SARS COV2 DETAIL AS UNDER  01.SARS COV2 ASSAY,LOT NO.297675BH,EXP DATE 152022,APTIMA BRAND,ORIGIN USA,QTY02 NOS..WEIGHT 01 KGS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,7316,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,0.0,,
205,7388,7389,25-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",LIFE SPAN HEALTH CARE,.,PK - Pakistan,.,.,.,.,SHENZHEN UNI MEDICA TECHNOLOGY CO.,,China,515.0,0.0,USD,0.0,,0.0,,19.0,KG,DIAGNOSTIC REAGENT PCR KITS FOR COVID19REAL TIME PCR KIT NOVEL CORONAVIRUS2019 SAMPLE RELEASE REAGENT,0.0,,,,,,LPAF,,AZEEM ENTERPRISES,,0.0,,,,,,,,,,,7389,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,651 | 1057,"pcr,time | pcr,time",0.5,101 | 233 | 387 | 551 | 1114 | 685,health | health | health | health | care | health
206,7427,7428,25-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PC BATCH NO. 58151701 MFG DT. 1.9.21 EXP DT. 31.12.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,7428,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,256 | 777,elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
207,7466,7467,25-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,88.68,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 3 PCS BATCH NO. 55536701 MFG DT. 27.7.21 EXP DT. 31.1.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,7467,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 268 | 291 | 256 | 777,s | 3 | 3 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
208,7546,7547,25-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GULF MARKETING INTERNATIONAL.,11-B Satlite Town Abdullah Jan Mossque Street Near Kali Tanki Said Pur Road Rawalpindi P,PK - Pakistan,.,.,.,.,HANGZHOU DANWEI BIOTECHNOLOGY CO. LTD.,,China,7646.0,0.0,USD,0.0,,0.0,,40.0,KG,1 SARSCOV2 DETECTION KITS DIRECT FLUORESCENCE PCR  CHINA ORIGIN  BRAND HEALGEN  LOT NO AG211002  EXPIRY 14102022  NET WEIGHT  40 KGS  QTY  9600 PCS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,7547,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1284 | 1109 | 702,"direct,detection | detection,fluorescence | direct,detection",0.0,,
209,7576,7577,25-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,96.2,0.0,USD,0.0,,0.0,,5.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 5 PCS BATCH NO. 55479701 MFG DT. 18.5.21 EXP DT. 31.1.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,7577,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 270 | 256 | 777,s | 5 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
210,7640,7641,23-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SANSURE BIOTECH INC,,China,210089.83,0.0,USD,0.0,,0.0,,108032.0,KG,"ITEMS SERIAL  NO.1,2,4 TO 8 NOVEL CORONAVIRUS2019nCOVNUCLEIC ACID DIAGNOSTIC KITPCRFLUORESCENCE PROBING,MULTI TYPE SAMPLE DNARNA EXTRACTIONPURIFICATION KITMAGNETIC BEAD",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,7641,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"1338 | 144 | 207,208",diagnostic | acid | acid,0.5,259 | 469,pharma | pharma
211,7654,7655,23-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,481075.2,0.0,USD,0.0,,0.0,,6912.0,KG,PANBIO COVID19 AG RAPID T DEVICE 25T NP 41FK10,0.0,,,,,,KPFI,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,7655,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,160 | 549 | 1122 | 156 | 1173 | 152,"ag | ag,rapid | ag,rapid | ag,rapid | rapid | ag",0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
212,7672,7673,22-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,FEDERAL EXPRESS,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,COVID19 SProtein S1RBD Elisa Kit 1Plate Kit Research Use only,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7673,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1200 | 609 | 1202 | 1212,elisa | elisa | elisa | elisa,0.0,,
213,7679,7680,22-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,FEDERAL EXPRESS,,United States,90.0,0.0,USD,0.0,,0.0,,1.0,KG,COVID19 SProtein S1RBD Elisa Kit  Research Use only,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7680,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1200 | 609 | 1202 | 1212,elisa | elisa | elisa | elisa,0.0,,
214,7688,7689,22-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,FEDERAL EXPRESS,,United States,70.0,0.0,USD,0.0,,0.0,,1.0,KG,Covid19 Human IgG Elisa Kit Research Use only,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7689,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1200 | 1075 | 1202 | 1212,"igg,elisa | igg | igg,elisa | igg,elisa",0.0,,
215,7692,7693,22-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,FEDERAL EXPRESS,,United States,80.0,0.0,USD,0.0,,0.0,,1.0,KG,Rabbit AntiSarsCov2 S1 RBD Antibody For research use only,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7693,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,356 | 792 | 1099,"antibody | antibody,rbd | antibody",0.0,,
216,7696,7697,22-10-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TECHSOURCE ENTERPRISES.,B-36 Kuechs Madras Chowk Gulzar-E-Hijri Karachi Pakistan Karachi,PK - Pakistan,.,.,.,.,FEDERAL EXPRESS,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,COVID19 SProtein S1RBD Elisa Kit 2Plate Kit research use only,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,7697,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1200 | 609 | 1202 | 1212,elisa | elisa | elisa | elisa,0.0,,
